PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Maliksi,11,25.71,5.91,13.18,45%,1.27,4.09,31%,3.36,4.09,82%,2.45,0.64,0.45,1.55,4.45,6.0,3.27,1.82,-6.64,16.45,BWE
M. Digregorio,11,24.13,4.55,11.09,41%,2.0,4.73,42%,1.18,1.55,76%,1.0,1.18,0.0,0.91,1.91,2.82,2.0,1.18,-10.18,12.27,BWE
M. Belo,11,24.17,4.0,10.55,38%,1.18,4.09,29%,1.45,2.09,70%,2.09,0.91,0.36,1.45,3.64,5.09,2.18,1.91,-5.64,10.64,BWE
A. Tratter,11,24.35,4.0,7.45,54%,0.0,0.0,0%,2.64,6.18,43%,0.64,1.45,0.27,2.55,4.18,6.73,2.36,1.09,-2.64,10.64,BWE
S. Sumang,11,24.93,3.27,8.55,38%,0.91,3.45,26%,1.36,1.82,75%,4.36,1.64,0.27,0.27,3.18,3.45,1.27,2.73,-6.73,8.82,BWE
R. Al-Hussaini,4,14.77,3.0,5.75,52%,0.0,0.25,0%,1.0,2.25,44%,0.25,0.0,0.25,1.75,2.0,3.75,1.0,0.25,-6.75,7.0,BWE
P. Desiderio,11,22.38,2.36,6.64,36%,0.64,2.55,25%,1.18,1.64,72%,1.91,0.45,0.09,1.09,2.73,3.82,2.45,0.73,-3.55,6.55,BWE
C. Javier,11,17.25,1.91,5.27,36%,0.36,1.27,29%,1.45,1.82,80%,0.82,0.09,0.27,1.55,2.36,3.91,1.36,1.18,-7.55,5.64,BWE
J. Eriobu,7,9.32,1.86,4.57,41%,0.14,1.0,14%,1.0,1.43,70%,0.57,0.57,0.0,1.29,1.71,3.0,1.0,0.57,-4.0,4.86,BWE
R. Jose,9,11.19,1.78,4.44,40%,0.11,0.44,25%,0.78,1.44,54%,0.78,0.33,0.0,1.44,1.89,3.33,1.44,1.0,-5.44,4.44,BWE
R. Banal,8,11.88,1.5,3.38,44%,0.63,1.38,45%,0.5,0.63,80%,1.5,0.5,0.13,1.25,1.25,2.5,0.75,1.13,-0.5,4.13,BWE
D. Dario,8,12.16,1.25,4.25,29%,0.75,2.63,29%,0.13,0.25,50%,2.63,0.25,0.0,0.13,0.88,1.0,0.75,0.5,2.5,3.38,BWE
J. Sena,10,15.7,1.0,3.1,32%,0.1,0.1,100%,0.9,1.0,90%,0.9,0.5,0.1,1.3,2.5,3.8,2.8,1.2,-4.9,3.0,BWE
E. Palma,6,7.04,1.33,3.83,35%,0.0,0.67,0%,0.0,0.0,0%,0.0,1.0,0.17,0.83,0.5,1.33,1.33,0.17,1.83,2.67,BWE
M. Cortez,9,9.06,1.11,2.56,43%,0.11,0.89,13%,0.22,0.22,100%,0.89,0.56,0.0,0.11,0.44,0.56,1.22,1.0,-6.0,2.56,BWE
G. Alolino,7,8.56,0.43,2.86,15%,0.14,0.43,33%,0.29,0.29,100%,1.14,0.43,0.0,0.14,0.86,1.0,0.57,0.57,-3.29,1.29,BWE
M. Cruz,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
A. Tamsi,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
P. Zamar,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
