PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
K. Barone,4,40.18,9.5,20.0,48%,2.75,6.25,44%,5.25,8.5,62%,3.0,1.25,1.5,5.75,9.25,15.0,0.75,2.25,-1.75,27.0,COL
J. Perez,11,39.76,9.09,17.64,52%,1.73,4.64,37%,2.82,4.45,63%,3.91,1.82,0.27,2.27,4.82,7.09,2.91,2.45,-2.0,22.73,COL
R. McCarthy,11,37.47,5.73,14.0,41%,2.0,7.09,28%,1.55,2.0,77%,6.18,1.09,0.36,0.73,4.27,5.0,2.09,3.36,-4.0,15.0,COL
J. Corpuz,8,22.69,4.0,6.88,58%,0.0,0.13,0%,1.38,2.38,58%,1.38,0.75,0.75,2.0,4.5,6.5,4.75,1.38,-5.63,9.38,COL
G. Khobuntin,11,25.67,2.73,6.64,41%,0.55,2.18,25%,1.0,1.73,58%,0.91,0.64,0.18,1.36,1.82,3.18,2.45,1.64,-0.45,7.0,COL
J. Calvo,7,22.32,2.71,6.14,44%,0.14,1.29,11%,0.71,0.86,83%,3.57,0.57,0.14,0.57,2.43,3.0,1.14,2.0,1.0,6.29,COL
R. Celda,9,17.91,2.0,5.0,40%,0.78,2.44,32%,0.56,1.11,50%,2.78,0.89,0.11,0.56,1.22,1.78,1.78,1.22,-1.33,5.33,COL
P. Cahilig,11,17.96,1.55,3.55,44%,0.73,2.09,35%,0.55,1.0,55%,1.45,0.64,0.27,1.0,1.82,2.82,2.91,0.36,3.27,4.36,COL
E. Camson,11,10.34,1.45,4.73,31%,0.64,2.27,28%,0.64,0.73,88%,0.36,0.18,0.27,0.91,1.27,2.18,1.36,0.64,-1.55,4.18,COL
R. Escoto,10,9.36,1.5,4.0,38%,0.3,1.3,23%,0.3,0.4,75%,0.1,0.1,0.1,0.6,2.2,2.8,1.1,0.3,0.3,3.6,COL
R. Cabrera,4,5.71,0.75,2.5,30%,0.5,2.25,22%,0.5,0.5,100%,0.25,0.0,0.0,0.25,0.25,0.5,0.75,0.25,-2.25,2.5,COL
K. Agovida,2,3.79,0.5,1.0,50%,0.0,0.0,0%,0.5,2.0,25%,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,-6.5,1.5,COL
J. King,4,8.87,0.25,2.0,13%,0.25,1.25,20%,0.75,1.0,75%,0.75,0.25,0.0,0.25,0.75,1.0,1.25,0.75,-4.75,1.5,COL
J. Reyes,8,6.61,0.5,1.63,31%,0.13,0.88,14%,0.0,0.0,0%,0.38,0.0,0.13,0.25,0.88,1.13,0.5,0.25,-0.88,1.13,COL
J. Faundo,11,5.28,0.27,1.27,21%,0.0,0.09,0%,0.0,0.0,0%,0.09,0.18,0.09,0.36,0.55,0.91,1.27,0.55,-3.0,0.55,COL
C. Tabi,4,1.57,0.25,0.25,100%,0.0,0.0,0%,0.0,0.0,0%,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.5,COL
K. Agovida,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
J. Gabriel,2,3.54,0.0,0.5,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,1.0,0.5,1.5,1.5,0.5,-1.5,0.0,COL
L. Prosper,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
