PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
W. Walker,11,38.53,8.55,16.18,53%,2.45,6.0,41%,5.73,7.73,74%,5.82,2.27,1.36,1.91,11.36,13.27,3.18,3.0,4.45,25.27,BWE
M. Digregorio,11,26.76,4.0,10.09,40%,1.64,4.36,38%,2.09,2.64,79%,2.0,0.55,0.09,0.73,2.09,2.82,2.36,1.64,2.36,11.73,BWE
N. Pinto,11,28.37,4.36,6.73,65%,1.82,2.82,65%,1.09,1.73,63%,6.27,1.18,0.09,0.55,3.36,3.91,2.27,2.18,3.55,11.64,BWE
J. Erram,8,26.07,4.38,9.63,45%,0.13,1.25,10%,2.75,4.13,67%,1.38,1.0,1.5,3.25,5.75,9.0,4.0,2.0,3.25,11.63,BWE
A. Maliksi,11,19.94,3.36,9.27,36%,1.0,3.64,28%,2.64,3.45,76%,0.82,0.36,0.27,0.82,2.73,3.55,2.45,1.45,-2.09,10.36,BWE
P. Zamar,11,22.39,3.45,7.64,45%,1.64,4.36,38%,1.55,2.0,77%,1.27,0.45,0.18,1.09,3.0,4.09,1.09,1.27,-1.09,10.09,BWE
M. Belo,11,20.3,3.18,7.36,43%,1.0,3.09,32%,1.18,1.55,76%,0.73,0.36,0.36,0.45,2.91,3.36,1.82,1.0,-0.36,8.55,BWE
S. Sumang,10,12.78,2.1,5.2,40%,0.8,2.4,33%,0.8,1.2,67%,2.5,0.3,0.0,0.4,1.4,1.8,1.1,1.1,-4.1,5.8,BWE
R. Jose,11,10.78,1.73,4.0,43%,0.36,0.91,40%,0.73,1.27,57%,0.18,0.27,0.09,0.82,1.91,2.73,1.27,0.73,-8.0,4.55,BWE
R. Al-Hussaini,9,13.26,1.89,4.11,46%,0.0,0.0,0%,0.67,1.11,60%,0.0,0.0,0.11,0.67,2.11,2.78,2.11,0.44,-4.89,4.44,BWE
J. Sena,7,13.35,1.0,3.43,29%,0.0,0.43,0%,0.57,0.86,67%,1.0,0.14,0.0,0.29,2.0,2.29,2.0,0.86,1.14,2.57,BWE
R. Banal,3,5.92,1.0,2.0,50%,0.33,0.33,100%,0.0,0.0,0%,1.33,0.0,0.0,1.33,0.33,1.67,0.67,0.0,0.33,2.33,BWE
E. Palma,5,6.95,0.8,1.8,44%,0.2,0.6,33%,0.4,0.4,100%,0.2,0.0,0.0,0.2,0.8,1.0,0.6,0.2,-3.8,2.2,BWE
C. Javier,9,7.05,0.89,1.56,57%,0.0,0.11,0%,0.11,0.33,33%,0.44,0.33,0.11,0.33,0.78,1.11,0.89,0.33,0.56,1.89,BWE
M. Cortez,7,8.27,0.57,1.71,33%,0.14,0.43,33%,0.29,0.57,50%,1.29,0.14,0.14,0.14,0.86,1.0,1.29,0.86,0.14,1.57,BWE
M. Cruz,2,9.77,0.5,3.0,17%,0.0,2.0,0%,0.5,0.5,100%,1.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,-7.0,1.5,BWE
C. Ellis,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Forrester,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
R. Reyes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Canada,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
A. Vosotros,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Melano,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
I. Qahwash,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
E. Dawson,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
K. King,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Eguilos,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
T. Perez,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
G. Smith,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
