PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
M. Belo,10,0.0,6.0,14.8,41%,1.6,5.2,31%,2.2,3.3,67%,1.7,1.6,0.7,1.8,4.3,6.1,1.1,1.6,2.5,15.8,BWE
J. Erram,11,0.0,6.09,13.0,47%,0.18,0.36,50%,1.82,3.64,50%,2.18,0.82,3.0,6.0,7.82,13.82,3.18,2.73,0.36,14.18,BWE
M. Digregorio,11,0.0,5.27,11.55,46%,2.27,4.73,48%,1.27,1.45,88%,2.45,0.73,0.09,0.09,2.45,2.55,2.09,1.73,4.09,14.09,BWE
A. Maliksi,9,0.0,4.89,13.89,35%,1.56,5.67,27%,1.67,2.33,71%,2.78,0.78,0.11,0.78,6.11,6.89,3.22,2.0,3.67,13.0,BWE
R. Jose,11,0.0,3.18,7.82,41%,0.0,0.09,0%,2.82,4.09,69%,1.36,0.18,0.0,2.82,3.09,5.91,1.82,0.36,-1.82,9.18,BWE
J. Sena,11,0.0,2.82,6.27,45%,0.36,0.82,44%,0.18,0.27,67%,1.18,0.18,0.0,1.82,2.09,3.91,2.09,1.09,-1.09,6.18,BWE
S. Sumang,9,0.0,1.89,5.89,32%,0.56,2.44,23%,1.11,1.33,83%,2.0,0.78,0.0,0.56,1.67,2.22,1.78,1.56,-1.11,5.44,BWE
M. Cortez,11,0.0,1.73,4.27,40%,0.36,1.18,31%,0.45,0.64,71%,1.36,0.73,0.09,0.36,2.36,2.73,1.18,1.27,-1.73,4.27,BWE
E. Palma,7,0.0,1.43,2.57,56%,0.14,0.29,50%,1.14,2.0,57%,1.0,1.57,0.29,0.43,1.43,1.86,1.0,1.14,-1.57,4.14,BWE
N. Pinto,11,0.0,1.27,4.55,28%,0.27,1.0,27%,0.64,1.09,58%,3.55,1.36,0.09,1.36,2.27,3.64,1.82,1.09,1.45,3.45,BWE
D. Marcelo,11,0.0,0.91,2.18,42%,0.36,0.73,50%,0.27,1.0,27%,0.09,0.27,0.36,0.36,1.0,1.36,1.64,0.55,-1.09,2.45,BWE
C. Javier,6,0.0,0.83,2.17,38%,0.33,1.5,22%,0.0,0.0,0%,0.0,0.0,0.0,0.33,0.33,0.67,0.17,0.33,1.33,2.0,BWE
M. Cruz,10,0.0,0.6,3.0,20%,0.2,1.3,15%,0.1,0.2,50%,0.9,0.4,0.0,0.1,0.8,0.9,1.0,0.5,-0.6,1.5,BWE
R. Banal,3,0.0,0.0,1.33,0%,0.0,1.33,0%,0.33,0.67,50%,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.0,-4.67,0.33,BWE
C. Ellis,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
R. Cervantes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
D. Miranda,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
R. Reyes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Canada,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
A. Vosotros,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Melano,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
I. Qahwash,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
E. Dawson,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
K. King,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Eguilos,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
N. Canaleta,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Forrester,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
