PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
K. Alston,11,486.22,109,200,55%,5,16,31%,91,139,65%,35,27,14,87,113,200,33,34,-10,314,COL
J. Perez,11,438.73,91,216,42%,22,70,31%,51,87,59%,38,27,5,38,51,89,39,45,-15,255,COL
R. McCarthy,11,406.32,52,164,32%,28,90,31%,27,34,79%,36,14,1,12,41,53,20,30,-56,159,COL
J. Tiongson,11,251.72,40,99,40%,18,49,37%,18,21,86%,20,9,1,7,21,28,23,6,-28,116,COL
J. Corpuz,9,199.12,25,68,37%,15,47,32%,8,11,73%,5,6,2,13,26,39,29,8,-13,73,COL
G. Khobuntin,7,182.15,18,48,38%,7,21,33%,12,17,71%,7,3,1,3,8,11,19,7,-27,55,COL
E. Camson,7,78.33,10,32,31%,5,20,25%,3,5,60%,4,1,2,5,17,22,8,8,-8,28,COL
P. Cahilig,11,245.27,15,38,39%,6,25,24%,3,7,43%,11,5,5,7,27,34,33,8,-5,39,COL
R. Celda,10,117.95,11,47,23%,5,21,24%,5,10,50%,16,6,1,3,15,18,14,4,-15,32,COL
J. Calvo,10,82.98,7,29,24%,1,6,17%,9,10,90%,13,6,0,4,8,12,7,3,-31,24,COL
L. Flores,7,37.02,2,9,22%,0,0,0%,7,8,88%,3,1,2,4,3,7,9,3,-9,11,COL
J. Gabayni,5,20.12,1,6,17%,0,0,0%,4,4,100%,1,2,1,5,2,7,8,1,-9,6,COL
J. Faundo,7,27.72,2,8,25%,0,0,0%,3,4,75%,0,0,2,4,0,4,9,3,-10,7,COL
J. Reyes,4,17.28,1,5,20%,1,4,25%,0,0,0%,1,0,0,1,2,3,2,0,-15,3,COL
R. Cabrera,2,5.97,0,2,0%,0,2,0%,0,0,0%,0,0,0,0,0,0,1,0,-10,0,COL
K. Agovida,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Gabriel,2,3.2,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,-5,0,COL
C. Tabi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
