PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Bullock,2,71.47,13,32,41%,4,12,33%,8,12,67%,6,1,0,2,13,15,4,5,-13,38,ROS
T. Watson,8,269.43,47,115,41%,4,20,20%,28,41,68%,15,5,25,28,67,95,14,26,4,126,ROS
M. Ahanmisi,10,289.55,46,106,43%,15,46,33%,25,40,63%,47,11,4,8,40,48,26,14,17,132,ROS
B. Belga,7,132.25,28,46,61%,11,21,52%,10,14,71%,18,2,0,6,31,37,28,17,4,77,ROS
J. Yap,10,192.0,36,92,39%,13,43,30%,12,22,55%,8,2,2,6,24,30,17,10,-54,97,ROS
G. Norwood,11,303.2,35,83,42%,16,48,33%,13,27,48%,22,15,2,13,54,67,9,6,-65,99,ROS
C. Tiu,10,182.15,29,77,38%,13,49,27%,18,22,82%,26,5,6,6,13,19,21,17,12,89,ROS
J. Ponferada,11,189.83,33,71,46%,7,29,24%,23,29,79%,11,4,4,16,25,41,42,17,35,96,ROS
N. Torres,9,140.77,24,54,44%,8,21,38%,7,13,54%,7,3,4,20,28,48,20,6,-42,63,ROS
E. Daquioag,11,216.7,22,67,33%,9,32,28%,23,37,62%,21,18,1,6,24,30,19,16,-30,76,ROS
R. Nambatac,9,156.73,17,57,30%,6,22,27%,13,20,65%,19,6,0,4,20,24,14,8,-46,53,ROS
R. Almazan,2,38.68,5,15,33%,0,2,0%,0,0,0%,1,1,2,7,8,15,3,3,2,10,ROS
D. Maiquez,5,51.98,8,17,47%,3,6,50%,3,6,50%,4,4,0,2,6,8,8,2,-28,22,ROS
M. Borboran,10,146.52,13,39,33%,8,20,40%,3,4,75%,8,5,4,6,24,30,6,5,30,37,ROS
A. Washington,8,97.95,10,29,34%,0,7,0%,3,6,50%,11,2,0,10,16,26,16,10,-56,23,ROS
S. Onwubere,5,25.98,4,12,33%,1,4,25%,0,0,0%,1,2,1,4,3,7,5,4,-7,9,ROS
J. Casiño,5,24.8,2,9,22%,1,6,17%,1,1,100%,1,1,0,0,2,2,1,3,-28,6,ROS
J. Ibanes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
K. Rosales,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
S. Taggart,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
D. Lowhorn,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
J. Dollard,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
