PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
D. Bowles,9,39.55,10.44,19.11,55%,0.89,3.89,23%,7.11,12.0,59%,4.33,0.78,1.33,2.89,8.89,11.78,2.67,4.78,5.44,28.89,ROS
C. Montgomery,2,36.24,7.5,15.5,48%,2.0,4.5,44%,2.0,3.5,57%,3.0,2.0,2.0,2.5,10.0,12.5,4.5,5.0,7.0,19.0,ROS
J. Mocon,11,31.93,4.09,9.64,42%,1.55,4.27,36%,1.82,2.18,83%,4.27,1.09,0.82,1.91,4.73,6.64,1.64,2.0,0.82,11.55,ROS
R. Nambatac,11,25.9,3.27,7.73,42%,1.55,4.73,33%,1.55,2.36,65%,1.91,0.73,0.09,1.09,2.55,3.64,2.55,1.27,-0.55,9.64,ROS
E. Daquioag,11,26.01,3.45,8.82,39%,1.0,4.64,22%,0.91,1.36,67%,2.45,1.18,0.36,0.73,2.82,3.55,2.27,1.0,1.45,8.82,ROS
J. Yap,6,19.03,2.83,9.33,30%,1.33,5.0,27%,0.83,1.0,83%,1.5,0.33,0.17,0.67,1.67,2.33,1.0,0.67,-3.67,7.83,ROS
B. Belga,11,23.64,2.91,7.36,40%,0.82,3.45,24%,0.82,1.0,82%,2.73,0.55,0.36,0.73,5.36,6.09,4.09,1.82,-0.91,7.45,ROS
G. Norwood,11,30.99,2.27,8.09,28%,0.64,3.82,17%,0.73,0.73,100%,2.0,1.09,0.55,1.18,4.09,5.27,1.82,0.82,-1.09,5.91,ROS
K. Rosales,11,17.3,2.18,6.45,34%,0.55,2.0,27%,0.64,0.82,78%,1.64,0.55,0.09,0.45,1.64,2.09,0.64,0.91,1.64,5.55,ROS
M. Borboran,11,13.25,1.27,2.91,44%,0.36,1.64,22%,1.55,2.0,77%,0.55,0.36,0.0,0.64,1.91,2.55,1.09,0.27,1.09,4.45,ROS
S. Onwubere,5,5.29,0.8,1.4,57%,0.4,1.0,40%,0.2,1.2,17%,0.2,0.2,0.2,0.4,0.6,1.0,1.0,0.4,-1.8,2.2,ROS
J. Ponferada,11,10.58,0.91,3.0,30%,0.18,1.09,17%,0.18,0.36,50%,0.45,0.09,0.64,0.36,1.36,1.73,3.0,1.18,-2.91,2.18,ROS
N. Torres,11,10.0,0.64,2.82,23%,0.18,1.45,13%,0.73,1.0,73%,0.64,0.18,0.36,0.27,0.82,1.09,1.18,0.27,-2.55,2.18,ROS
J. Alejandro,5,7.07,0.6,2.2,27%,0.2,1.4,14%,0.2,0.4,50%,0.8,0.4,0.0,0.0,0.6,0.6,1.0,0.8,-2.8,1.6,ROS
J. Ibanes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
M. Ahanmisi,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
