PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Bullock,2,35.73,6.5,16.0,41%,2.0,6.0,33%,4.0,6.0,67%,3.0,0.5,0.0,1.0,6.5,7.5,2.0,2.5,-6.5,19.0,ROS
T. Watson,8,33.68,5.88,14.38,41%,0.5,2.5,20%,3.5,5.13,68%,1.88,0.63,3.13,3.5,8.38,11.88,1.75,3.25,0.5,15.75,ROS
M. Ahanmisi,10,28.96,4.6,10.6,43%,1.5,4.6,33%,2.5,4.0,63%,4.7,1.1,0.4,0.8,4.0,4.8,2.6,1.4,1.7,13.2,ROS
B. Belga,7,18.89,4.0,6.57,61%,1.57,3.0,52%,1.43,2.0,71%,2.57,0.29,0.0,0.86,4.43,5.29,4.0,2.43,0.57,11.0,ROS
J. Yap,10,19.2,3.6,9.2,39%,1.3,4.3,30%,1.2,2.2,55%,0.8,0.2,0.2,0.6,2.4,3.0,1.7,1.0,-5.4,9.7,ROS
G. Norwood,11,27.56,3.18,7.55,42%,1.45,4.36,33%,1.18,2.45,48%,2.0,1.36,0.18,1.18,4.91,6.09,0.82,0.55,-5.91,9.0,ROS
C. Tiu,10,18.22,2.9,7.7,38%,1.3,4.9,27%,1.8,2.2,82%,2.6,0.5,0.6,0.6,1.3,1.9,2.1,1.7,1.2,8.9,ROS
J. Ponferada,11,17.26,3.0,6.45,46%,0.64,2.64,24%,2.09,2.64,79%,1.0,0.36,0.36,1.45,2.27,3.73,3.82,1.55,3.18,8.73,ROS
N. Torres,9,15.64,2.67,6.0,44%,0.89,2.33,38%,0.78,1.44,54%,0.78,0.33,0.44,2.22,3.11,5.33,2.22,0.67,-4.67,7.0,ROS
E. Daquioag,11,19.7,2.0,6.09,33%,0.82,2.91,28%,2.09,3.36,62%,1.91,1.64,0.09,0.55,2.18,2.73,1.73,1.45,-2.73,6.91,ROS
R. Nambatac,9,17.41,1.89,6.33,30%,0.67,2.44,27%,1.44,2.22,65%,2.11,0.67,0.0,0.44,2.22,2.67,1.56,0.89,-5.11,5.89,ROS
R. Almazan,2,19.34,2.5,7.5,33%,0.0,1.0,0%,0.0,0.0,0%,0.5,0.5,1.0,3.5,4.0,7.5,1.5,1.5,1.0,5.0,ROS
D. Maiquez,5,10.4,1.6,3.4,47%,0.6,1.2,50%,0.6,1.2,50%,0.8,0.8,0.0,0.4,1.2,1.6,1.6,0.4,-5.6,4.4,ROS
M. Borboran,10,14.65,1.3,3.9,33%,0.8,2.0,40%,0.3,0.4,75%,0.8,0.5,0.4,0.6,2.4,3.0,0.6,0.5,3.0,3.7,ROS
A. Washington,8,12.24,1.25,3.63,34%,0.0,0.88,0%,0.38,0.75,50%,1.38,0.25,0.0,1.25,2.0,3.25,2.0,1.25,-7.0,2.88,ROS
S. Onwubere,5,5.2,0.8,2.4,33%,0.2,0.8,25%,0.0,0.0,0%,0.2,0.4,0.2,0.8,0.6,1.4,1.0,0.8,-1.4,1.8,ROS
J. Casiño,5,4.96,0.4,1.8,22%,0.2,1.2,17%,0.2,0.2,100%,0.2,0.2,0.0,0.0,0.4,0.4,0.2,0.6,-5.6,1.2,ROS
J. Ibanes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
K. Rosales,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
S. Taggart,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
D. Lowhorn,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
J. Dollard,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS
