PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
R. Travis,11,409.11,102,229,45%,5,24,21%,41,53,77%,48,24,11,42,124,166,28,45,122,250,MAG
P. Lee,9,236.1,53,136,39%,22,62,35%,28,32,88%,29,16,1,3,35,38,27,22,77,156,MAG
A. Barroca,11,296.9,56,108,52%,18,47,38%,14,18,78%,38,21,0,11,21,32,29,19,98,144,MAG
I. Sangalang,11,234.7,50,110,45%,0,1,0%,20,34,59%,6,4,5,17,39,56,26,17,2,120,MAG
J. Jalalon,11,254.37,43,93,46%,4,17,24%,14,22,64%,75,18,0,20,36,56,28,26,79,104,MAG
R. dela Rosa,11,262.4,28,66,42%,4,20,20%,10,13,77%,13,12,0,13,24,37,29,7,55,70,MAG
P. Simon,8,78.38,18,40,45%,9,19,47%,4,6,67%,4,1,0,2,2,4,8,8,-4,49,MAG
J. Melton,10,221.57,18,46,39%,11,32,34%,0,2,0%,25,9,2,7,30,37,4,10,27,47,MAG
R. Reavis,11,183.07,20,36,56%,0,0,0%,7,13,54%,11,11,4,16,26,42,25,10,64,47,MAG
G. Mendoza,4,17.91,6,12,50%,2,3,67%,0,0,0%,1,0,0,0,1,1,3,2,-7,14,MAG
R. Gamalinda,6,37.3,8,17,47%,0,2,0%,4,5,80%,2,0,1,3,4,7,3,1,-22,20,MAG
R. Herndon,10,89.12,13,26,50%,2,7,29%,0,0,0%,7,3,1,7,23,30,12,4,53,28,MAG
R. Brondial,11,93.07,13,24,54%,0,2,0%,4,6,67%,8,0,1,18,12,30,14,3,51,30,MAG
A. Ramos,9,69.45,7,25,28%,5,14,36%,1,2,50%,6,1,0,6,15,21,13,4,5,20,MAG
M. Abundo,4,16.84,2,6,33%,1,3,33%,0,0,0%,1,0,0,1,1,2,3,0,-11,5,MAG
K. Pascual,7,30.31,2,9,22%,0,0,0%,0,0,0%,3,1,3,5,3,8,8,1,-24,4,MAG
M. Pingris,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
J. Gaco,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
K. Jensen,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
R. Ratliffe,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
S. De Leon,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
T. Mitchell,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
