PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
W. Chism,2,73.77,17,34,50%,7,15,47%,7,9,78%,7,3,4,8,14,22,8,9,29,48,MAG
V. Macklin,4,144.33,27,49,55%,0,0,0%,30,44,68%,4,1,3,14,39,53,8,12,26,84,MAG
J. Jackson,3,117.63,25,56,45%,0,6,0%,10,28,36%,17,2,4,17,30,47,12,14,-3,60,MAG
P. Lee,11,300.53,55,137,40%,34,77,44%,31,39,79%,41,8,1,3,23,26,32,26,23,175,MAG
C. Kelly,2,75.6,14,31,45%,0,1,0%,3,14,21%,5,5,3,7,17,24,8,11,-16,31,MAG
I. Sangalang,6,139.77,32,61,52%,0,0,0%,11,16,69%,9,4,1,11,30,41,19,12,52,75,MAG
A. Barroca,11,323.24,43,126,34%,12,51,24%,24,30,80%,40,25,0,7,17,24,28,23,26,122,MAG
J. Jalalon,11,259.45,42,98,43%,10,32,31%,8,13,62%,54,22,0,15,43,58,22,20,95,102,MAG
R. dela Rosa,11,271.12,30,56,54%,12,21,57%,10,20,50%,13,9,0,8,35,43,21,7,0,82,MAG
J. Melton,7,134.77,17,39,44%,12,29,41%,1,2,50%,22,6,0,4,20,24,5,7,8,47,MAG
A. Ramos,10,134.77,16,52,31%,10,34,29%,9,12,75%,10,2,5,5,15,20,16,4,-16,51,MAG
R. Brondial,11,121.64,23,45,51%,5,15,33%,2,6,33%,2,2,3,16,20,36,19,5,48,53,MAG
P. Simon,10,94.55,14,40,35%,6,21,29%,6,9,67%,5,0,0,0,11,11,6,8,10,40,MAG
R. Reavis,10,149.73,15,38,39%,0,2,0%,6,7,86%,9,7,3,15,18,33,29,5,-19,36,MAG
G. Mendoza,2,12.65,3,6,50%,1,3,33%,0,1,0%,1,0,1,1,0,1,0,0,-5,7,MAG
R. Herndon,11,113.32,15,31,48%,3,10,30%,2,4,50%,6,8,1,13,18,31,15,4,-7,35,MAG
M. Abundo,3,11.92,3,10,30%,1,6,17%,0,0,0%,1,1,0,0,4,4,1,0,8,7,MAG
K. Pascual,9,58.64,7,19,37%,0,1,0%,6,6,100%,2,4,0,6,5,11,21,1,7,20,MAG
R. Gamalinda,3,17.57,1,2,50%,0,0,0%,0,2,0%,0,1,0,0,1,1,0,1,4,2,MAG
M. Pingris,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
