PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
I. Sangalang,11,369.15,73,166,44%,0,0,0%,27,44,61%,30,10,18,39,67,106,32,34,62,173,MAG
P. Lee,11,287.75,49,134,37%,21,72,29%,40,45,89%,38,5,1,8,46,54,26,29,50,159,MAG
A. Barroca,11,324.0,54,129,42%,21,58,36%,15,23,65%,46,18,3,7,27,34,31,27,51,144,MAG
J. Jalalon,11,271.82,44,119,37%,11,32,34%,22,31,71%,45,27,1,16,40,56,34,23,38,121,MAG
R. Brondial,11,237.67,35,81,43%,5,23,22%,14,21,67%,9,5,5,36,41,77,22,16,64,89,MAG
R. dela Rosa,11,274.07,32,63,51%,7,19,37%,11,12,92%,14,14,0,13,35,48,28,11,62,82,MAG
R. Reavis,11,238.72,26,62,42%,0,0,0%,12,22,55%,11,11,6,29,37,66,32,11,-32,64,MAG
A. Ramos,7,88.33,14,34,41%,9,19,47%,3,6,50%,3,1,7,5,14,19,10,3,34,40,MAG
R. Herndon,10,135.52,18,38,47%,7,20,35%,1,5,20%,4,6,0,8,27,35,7,4,-18,44,MAG
J. Melton,11,229.92,17,53,32%,8,32,25%,0,1,0%,23,12,0,6,33,39,15,11,37,42,MAG
P. Simon,7,54.18,10,24,42%,5,13,38%,1,2,50%,1,0,1,1,9,10,3,5,6,26,MAG
R. Gamalinda,6,20.22,7,10,70%,0,0,0%,0,2,0%,2,1,0,2,0,2,4,1,-3,14,MAG
K. Pascual,9,65.47,9,13,69%,0,1,0%,3,8,38%,4,0,3,6,4,10,15,1,-3,21,MAG
M. Calisaan,4,20.75,3,9,33%,0,3,0%,0,4,0%,0,0,0,3,4,7,2,1,-6,6,MAG
M. Abundo,4,12.45,1,4,25%,0,2,0%,0,0,0%,5,2,0,2,3,5,2,2,-7,2,MAG
G. Mendoza,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
