PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Famous,6,229.46,54,102,53%,0,2,0%,50,73,68%,10,4,9,39,71,110,14,32,-75,158,BWE
W. Walker,5,161.3,20,59,34%,7,30,23%,18,29,62%,17,11,3,4,47,51,8,6,-17,65,BWE
M. Digregorio,11,306.12,41,129,32%,20,59,34%,27,30,90%,19,10,1,8,23,31,29,17,-73,129,BWE
A. Maliksi,11,277.59,48,129,37%,16,51,31%,11,14,79%,22,11,1,11,42,53,30,22,-92,123,BWE
J. Erram,10,280.34,46,98,47%,2,17,12%,13,22,59%,17,6,14,33,50,83,31,27,-65,107,BWE
P. Zamar,7,158.24,23,56,41%,11,29,38%,14,16,88%,13,5,0,3,18,21,6,9,-38,71,BWE
S. Sumang,10,196.85,34,79,43%,10,33,30%,13,17,76%,32,11,1,4,18,22,15,23,-61,91,BWE
M. Belo,9,216.37,27,65,42%,8,27,30%,7,9,78%,20,6,1,3,20,23,17,18,-43,69,BWE
R. Al-Hussaini,5,78.42,14,32,44%,0,0,0%,2,3,67%,2,0,0,5,5,10,11,6,-37,30,BWE
R. Banal,3,28.96,5,10,50%,2,5,40%,3,3,100%,3,4,0,0,4,4,4,1,-12,15,BWE
N. Pinto,11,178.13,20,38,53%,7,12,58%,3,8,38%,33,5,2,4,21,25,16,21,-25,50,BWE
M. Cortez,5,66.85,7,20,35%,2,4,50%,2,2,100%,15,4,1,4,5,9,5,4,-8,18,BWE
E. Palma,9,95.1,10,28,36%,3,10,30%,6,7,86%,6,6,5,7,13,20,8,3,-26,29,BWE
R. Jose,10,82.24,11,38,29%,0,4,0%,4,5,80%,6,1,0,13,14,27,12,9,-42,26,BWE
J. Sena,10,95.99,12,33,36%,1,6,17%,0,0,0%,10,1,2,7,14,21,18,6,-15,25,BWE
D. Marcelo,5,41.07,3,8,38%,1,2,50%,5,9,56%,2,2,5,6,5,11,8,5,-25,12,BWE
C. Javier,2,5.55,1,4,25%,0,1,0%,0,0,0%,0,0,0,0,2,2,1,0,-12,2,BWE
M. Cruz,6,31.42,1,11,9%,0,4,0%,0,0,0%,0,1,0,1,1,2,3,5,-54,2,BWE
K. Neypes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
