PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
C. Tiu,7,0.0,28,65,43%,16,34,47%,21,30,70%,31,7,2,4,20,24,24,10,60,93,ROS
M. Ahanmisi,10,14.52,36,98,37%,18,51,35%,28,44,64%,34,17,2,18,42,60,20,16,-1,118,ROS
J. Yap,9,0.0,32,85,38%,12,39,31%,18,24,75%,9,5,2,4,26,30,10,9,-5,94,ROS
E. Daquioag,11,10.9,39,95,41%,11,38,29%,25,30,83%,22,13,1,6,26,32,15,11,51,114,ROS
G. Norwood,10,15.0,40,114,35%,10,39,26%,12,19,63%,21,20,5,23,37,60,12,8,-9,102,ROS
B. Belga,11,12.37,40,104,38%,14,44,32%,14,20,70%,36,12,6,7,64,71,28,20,22,108,ROS
R. Almazan,9,10.82,31,66,47%,5,15,33%,14,20,70%,11,2,16,27,30,57,14,29,-11,81,ROS
M. Borboran,11,0.48,28,58,48%,11,29,38%,8,14,57%,14,12,7,15,32,47,11,11,33,75,ROS
A. Washington,2,4.18,4,15,27%,4,13,31%,0,2,0%,1,2,0,1,9,10,7,1,8,12,ROS
J. Ponferada,11,2.63,25,57,44%,7,21,33%,9,15,60%,13,4,10,15,33,48,27,14,19,66,ROS
R. Nambatac,11,0.0,22,56,39%,12,26,46%,9,17,53%,12,6,2,10,28,38,16,9,9,65,ROS
D. Maiquez,8,0.0,18,33,55%,2,6,33%,6,12,50%,1,2,0,1,12,13,24,5,1,44,ROS
D. Trollano,10,4.1,15,58,26%,6,27,22%,1,4,25%,6,3,2,8,16,24,13,13,19,37,ROS
J. Cruz,3,0.0,1,10,10%,1,3,33%,3,5,60%,5,2,0,2,2,4,1,3,-12,6,ROS
J. King,4,0.0,3,9,33%,1,5,20%,1,1,100%,2,2,0,1,2,3,2,1,-11,8,ROS
J. Ibanes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
R. Matias,4,0.0,0,4,0%,0,3,0%,0,0,0%,4,0,1,2,2,4,1,2,-12,0,ROS
D. Lowhorn,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
J. Dollard,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
B. Robles,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
S. Taggart,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
S. Onwubere,2,0.0,0,1,0%,0,1,0%,0,0,0%,1,0,0,0,2,2,3,0,-3,0,ROS
K. Rosales,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
