PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Erram,12,340.5,66,147,45%,13,38,34%,27,35,77%,30,9,32,35,85,120,38,35,56,172,NLX
J. Quinahan,11,303.93,55,118,47%,27,52,52%,8,13,62%,35,15,6,8,57,65,24,19,5,145,NLX
P. Galanza,12,326.05,52,117,44%,20,60,33%,20,29,69%,17,7,5,12,21,33,24,21,51,144,NLX
K. Ighalo,12,275.82,39,92,42%,20,47,43%,16,21,76%,21,5,3,20,36,56,26,11,-25,114,NLX
P. Paniamogan,12,230.45,36,72,50%,19,46,41%,10,12,83%,41,15,1,7,39,46,23,33,4,101,NLX
K. Alas,5,124.7,15,50,30%,5,16,31%,7,11,64%,23,5,0,4,13,17,10,16,-18,42,NLX
J. Rios,6,84.92,14,24,58%,5,12,42%,5,8,63%,5,5,1,7,5,12,8,4,31,38,NLX
M. Magat,12,183.53,27,57,47%,6,21,29%,9,19,47%,6,1,11,21,45,66,22,13,-58,69,NLX
J. Tiongson,10,144.82,20,52,38%,5,24,21%,12,13,92%,41,5,0,1,17,18,8,15,14,57,NLX
L. Fonacier,6,133.33,9,38,24%,3,24,13%,9,9,100%,4,3,1,3,16,19,8,5,-8,30,NLX
K. Porter,9,139.43,15,44,34%,5,22,23%,8,12,67%,16,3,1,10,22,32,15,9,3,43,NLX
M. Tallo,12,160.32,22,57,39%,7,22,32%,4,4,100%,33,9,3,4,15,19,20,16,-53,55,NLX
K. Lao,7,59.03,7,22,32%,2,7,29%,5,7,71%,9,1,0,3,3,6,5,6,-29,21,NLX
R. Soyud,11,69.4,12,27,44%,3,10,30%,3,7,43%,1,1,1,11,19,30,9,6,-13,30,NLX
C. Baguio,11,111.75,9,28,32%,2,13,15%,5,6,83%,8,0,3,3,9,12,10,5,-27,25,NLX
A. Taulava,8,65.25,5,23,22%,3,17,18%,0,1,0%,5,4,3,3,20,23,5,5,-29,13,NLX
P. Varilla,4,37.0,2,5,40%,2,3,67%,0,0,0%,1,2,0,1,4,5,7,1,0,6,NLX
P. Paredes,2,19.77,1,3,33%,0,0,0%,0,0,0%,0,0,0,2,3,5,2,0,1,2,NLX
D. Marcelo,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
E. Monfort,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
J. Rios,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
P. Paredes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
