PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
M. Harris,6,37.75,10.17,24.0,42%,2.67,7.5,36%,9.0,10.5,86%,7.17,3.0,1.17,1.17,7.0,8.17,1.5,2.83,7.83,32.0,NLX
O. Ashaolu,5,37.93,8.6,16.6,52%,0.4,1.8,22%,5.0,6.6,76%,3.0,0.8,0.4,3.0,7.0,10.0,4.2,3.4,-2.6,22.6,NLX
K. Ravena,11,30.79,5.09,12.73,40%,2.0,5.64,35%,3.27,4.18,78%,8.18,1.64,0.0,1.18,4.36,5.55,1.82,2.0,0.36,15.45,NLX
J. Quinahan,11,27.48,4.64,10.45,44%,1.36,4.0,34%,1.45,1.55,94%,1.73,0.91,0.36,0.82,3.27,4.09,3.36,0.73,4.73,12.09,NLX
J. Erram,9,23.87,4.11,7.56,54%,0.89,2.44,36%,1.33,2.11,63%,1.44,0.44,2.0,1.44,4.89,6.33,3.44,2.0,3.56,10.44,NLX
P. Paniamogan,11,17.53,3.0,6.64,45%,2.18,4.55,48%,0.27,0.36,75%,1.55,0.36,0.18,0.27,1.18,1.45,2.09,0.64,2.36,8.45,NLX
K. Ighalo,11,17.28,2.09,4.91,43%,1.18,2.82,42%,0.45,0.55,83%,0.91,0.45,0.09,0.82,2.27,3.09,1.55,0.64,1.27,5.82,NLX
P. Galanza,9,14.63,2.0,4.44,450%,1.0,2.33,400%,0.67,0.78,250%,0.56,0.33,0.0,0.33,1.11,1.44,1.56,0.22,1.78,5.67,NLX
R. Soyud,9,10.25,1.78,2.67,67%,0.0,0.0,0%,0.56,0.67,83%,0.33,0.11,0.0,2.44,1.78,4.22,2.44,0.56,1.44,4.11,NLX
L. Fonacier,11,12.52,1.45,3.73,39%,1.0,2.73,37%,0.0,0.0,0%,1.18,0.73,0.09,0.27,1.09,1.36,0.91,0.45,1.73,3.91,NLX
M. Miranda,11,19.11,1.64,4.82,34%,0.27,1.36,20%,0.09,0.18,50%,0.82,0.27,0.0,1.09,1.91,3.0,2.55,0.36,-4.36,3.64,NLX
P. Varilla,6,12.99,1.33,2.83,47%,0.83,1.67,50%,0.0,0.0,0%,0.5,0.33,0.0,0.5,0.67,1.17,0.83,0.0,-2.0,3.5,NLX
A. Taulava,4,7.61,1.0,2.5,40%,0.5,1.25,40%,0.25,0.25,100%,0.5,0.0,0.25,0.75,2.0,2.75,1.0,0.5,0.5,2.75,NLX
K. Lao,4,6.38,0.75,1.25,60%,0.75,1.0,75%,0.0,0.0,0%,1.25,0.0,0.0,0.0,1.0,1.0,0.5,0.25,-2.5,2.25,NLX
C. Baguio,3,7.68,0.33,1.67,20%,0.0,0.67,0%,0.0,0.0,0%,1.33,0.33,0.0,0.0,0.67,0.67,1.0,1.0,-3.0,0.67,NLX
E. Monfort,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
J. Cruz,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
P. Paredes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
K. Alas,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
J. Rios,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
