PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Brownlee,11,477.58,125,249,50%,23,70,33%,34,47,72%,88,22,12,28,119,147,20,32,111,307,GIN
J. Aguilar,11,274.98,68,111,61%,0,4,0%,26,43,60%,10,3,12,31,45,76,29,20,49,162,GIN
G. Slaughter,8,198.82,36,70,51%,0,0,0%,13,21,62%,5,0,12,20,36,56,15,13,10,85,GIN
A. Dela Cruz,11,217.18,40,69,58%,4,12,33%,5,5,100%,13,7,0,8,24,32,17,9,11,89,GIN
S. Thompson,11,338.97,23,57,40%,9,24,38%,10,14,71%,50,15,7,16,35,51,20,14,72,65,GIN
J. Chan,10,122.57,18,44,41%,12,26,46%,10,13,77%,16,0,1,4,14,18,8,2,-26,58,GIN
M. Caguioa,5,30.83,4,14,29%,0,2,0%,0,0,0%,4,1,0,0,3,3,3,1,5,8,GIN
J. Devance,2,19.73,1,5,20%,1,2,50%,0,0,0%,3,0,0,2,2,4,3,1,4,3,GIN
J. Sargent,5,12.25,2,4,50%,0,0,0%,1,2,50%,0,0,0,1,0,1,3,3,-14,5,GIN
L. Tenorio,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
P. Caperal,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
S. Pringle,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. Dillinger,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. Aguilar,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
R. Aguilar,3,5.33,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,2,2,0,0,-6,0,GIN
A. Mariano,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
B. Teodoro,3,6.12,0,2,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,-7,0,GIN
