PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
D. Bowles,9,355.93,94,172,55%,8,35,23%,64,108,59%,39,7,12,26,80,106,24,43,49,260,ROS
C. Montgomery,2,72.48,15,31,48%,4,9,44%,4,7,57%,6,4,4,5,20,25,9,10,14,38,ROS
J. Mocon,11,351.23,45,106,42%,17,47,36%,20,24,83%,47,12,9,21,52,73,18,22,9,127,ROS
R. Nambatac,11,284.92,36,85,42%,17,52,33%,17,26,65%,21,8,1,12,28,40,28,14,-6,106,ROS
E. Daquioag,11,286.13,38,97,39%,11,51,22%,10,15,67%,27,13,4,8,31,39,25,11,16,97,ROS
J. Yap,6,114.17,17,56,30%,8,30,27%,5,6,83%,9,2,1,4,10,14,6,4,-22,47,ROS
B. Belga,11,260.03,32,81,40%,9,38,24%,9,11,82%,30,6,4,8,59,67,45,20,-10,82,ROS
G. Norwood,11,340.88,25,89,28%,7,42,17%,8,8,100%,22,12,6,13,45,58,20,9,-12,65,ROS
K. Rosales,11,190.32,24,71,34%,6,22,27%,7,9,78%,18,6,1,5,18,23,7,10,18,61,ROS
M. Borboran,11,145.73,14,32,44%,4,18,22%,17,22,77%,6,4,0,7,21,28,12,3,12,49,ROS
S. Onwubere,5,26.43,4,7,57%,2,5,40%,1,6,17%,1,1,1,2,3,5,5,2,-9,11,ROS
J. Ponferada,11,116.4,10,33,30%,2,12,17%,2,4,50%,5,1,7,4,15,19,33,13,-32,24,ROS
N. Torres,11,110.0,7,31,23%,2,16,13%,8,11,73%,7,2,4,3,9,12,13,3,-28,24,ROS
J. Alejandro,5,35.33,3,11,27%,1,7,14%,1,2,50%,4,2,0,0,3,3,5,4,-14,8,ROS
J. Ibanes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
M. Ahanmisi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
