PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Fuller,11,39.23,9.91,18.82,53%,0.36,1.18,31%,4.0,5.91,68%,1.55,1.55,1.73,6.82,11.91,18.73,2.55,2.73,0.64,24.18,NLX
K. Alas,11,28.08,5.55,12.09,46%,0.45,2.64,17%,2.73,4.18,65%,2.91,1.0,0.45,1.09,5.09,6.18,2.36,2.55,2.91,14.27,NLX
K. Alas,11,28.08,5.55,12.09,46%,0.45,2.64,17%,2.73,4.18,65%,2.91,1.0,0.45,1.09,5.09,6.18,2.36,2.55,1.91,14.27,NLX
J. Quinahan,11,24.47,4.0,10.18,39%,1.36,3.82,36%,2.18,3.0,73%,1.09,0.64,1.0,1.09,3.73,4.82,3.27,2.0,5.09,11.55,NLX
A. Mallari,11,24.3,3.91,10.27,38%,0.73,3.36,22%,1.45,3.0,48%,3.45,0.82,0.09,0.45,4.36,4.82,1.27,2.45,1.82,10.0,NLX
L. Fonacier,11,26.35,3.18,7.55,42%,1.45,3.91,37%,1.36,1.36,100%,2.91,0.82,0.27,0.82,2.64,3.45,1.82,1.09,1.36,9.18,NLX
J. Tiongson,11,15.24,2.73,6.55,42%,1.27,3.09,41%,0.73,1.0,73%,1.55,0.36,0.09,0.36,1.18,1.55,1.91,1.82,1.0,7.45,NLX
C. Lastimosa,11,12.64,2.91,5.64,52%,0.18,0.91,20%,0.36,0.55,67%,1.55,0.18,0.18,0.36,0.64,1.0,1.0,0.73,1.36,6.36,NLX
C. Baguio,5,21.19,2.0,5.2,38%,0.6,2.0,30%,1.4,1.6,88%,2.6,0.8,0.6,0.6,1.2,1.8,0.8,1.4,0.0,6.0,NLX
R. Al-Hussaini,11,15.97,2.0,5.64,35%,0.09,0.45,20%,0.82,1.09,75%,1.0,0.09,0.55,0.73,2.45,3.18,2.45,1.36,-1.45,4.91,NLX
R. Soyud,11,10.57,1.36,3.0,45%,0.73,1.45,50%,0.64,0.91,70%,0.36,0.18,0.36,1.36,2.36,3.73,2.18,0.64,1.0,4.09,NLX
A. Taulava,10,8.33,1.1,2.2,50%,0.0,0.0,0%,1.1,1.3,85%,0.1,0.1,0.0,0.9,1.7,2.6,1.2,0.9,-2.2,3.3,NLX
J. Rios,8,10.37,0.88,3.13,28%,0.38,1.13,33%,0.13,0.25,50%,1.63,1.13,0.25,0.63,1.13,1.75,0.88,0.75,-0.88,2.25,NLX
J. Villanueva,11,9.11,0.82,2.0,41%,0.55,1.27,43%,0.0,0.0,0%,1.27,0.27,0.09,0.09,0.91,1.0,1.0,0.64,-1.09,2.18,NLX
E. Monfort,6,9.41,0.83,1.5,56%,0.17,0.33,50%,0.0,0.0,0%,0.83,0.83,0.0,0.83,0.67,1.5,1.0,0.67,-4.33,1.83,NLX
M. Baracael,4,9.03,0.75,3.25,23%,0.25,2.0,13%,0.0,0.0,0%,0.25,0.0,0.0,0.5,0.75,1.25,0.75,1.0,-5.5,1.75,NLX
K. Ighalo,7,8.52,0.57,2.0,29%,0.0,0.71,0%,0.14,0.29,50%,0.43,0.43,0.14,0.71,0.86,1.57,1.14,0.29,4.14,1.29,NLX
M. Cardona,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
E. Villanueva,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
R. Reyes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
H. Arboleda,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
R. Akl,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
A. Gotladera,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
