PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
R. Travis,11,37.19,9.27,20.82,45%,0.45,2.18,21%,3.73,4.82,77%,4.36,2.18,1.0,3.82,11.27,15.09,2.55,4.09,11.09,22.73,MAG
P. Lee,9,26.23,5.89,15.11,39%,2.44,6.89,35%,3.11,3.56,88%,3.22,1.78,0.11,0.33,3.89,4.22,3.0,2.44,8.56,17.33,MAG
A. Barroca,11,26.99,5.09,9.82,52%,1.64,4.27,38%,1.27,1.64,78%,3.45,1.91,0.0,1.0,1.91,2.91,2.64,1.73,8.91,13.09,MAG
I. Sangalang,11,21.34,4.55,10.0,45%,0.0,0.09,0%,1.82,3.09,59%,0.55,0.36,0.45,1.55,3.55,5.09,2.36,1.55,0.18,10.91,MAG
J. Jalalon,11,23.12,3.91,8.45,46%,0.36,1.55,24%,1.27,2.0,64%,6.82,1.64,0.0,1.82,3.27,5.09,2.55,2.36,7.18,9.45,MAG
R. dela Rosa,11,23.85,2.55,6.0,42%,0.36,1.82,20%,0.91,1.18,77%,1.18,1.09,0.0,1.18,2.18,3.36,2.64,0.64,5.0,6.36,MAG
P. Simon,8,9.8,2.25,5.0,45%,1.13,2.38,47%,0.5,0.75,67%,0.5,0.13,0.0,0.25,0.25,0.5,1.0,1.0,-0.5,6.13,MAG
J. Melton,10,22.16,1.8,4.6,39%,1.1,3.2,34%,0.0,0.2,0%,2.5,0.9,0.2,0.7,3.0,3.7,0.4,1.0,2.7,4.7,MAG
R. Reavis,11,16.64,1.82,3.27,56%,0.0,0.0,0%,0.64,1.18,54%,1.0,1.0,0.36,1.45,2.36,3.82,2.27,0.91,5.82,4.27,MAG
G. Mendoza,4,4.48,1.5,3.0,50%,0.5,0.75,67%,0.0,0.0,0%,0.25,0.0,0.0,0.0,0.25,0.25,0.75,0.5,-1.75,3.5,MAG
R. Gamalinda,6,6.22,1.33,2.83,47%,0.0,0.33,0%,0.67,0.83,80%,0.33,0.0,0.17,0.5,0.67,1.17,0.5,0.17,-3.67,3.33,MAG
R. Herndon,10,8.91,1.3,2.6,50%,0.2,0.7,29%,0.0,0.0,0%,0.7,0.3,0.1,0.7,2.3,3.0,1.2,0.4,5.3,2.8,MAG
R. Brondial,11,8.46,1.18,2.18,54%,0.0,0.18,0%,0.36,0.55,67%,0.73,0.0,0.09,1.64,1.09,2.73,1.27,0.27,4.64,2.73,MAG
A. Ramos,9,7.72,0.78,2.78,28%,0.56,1.56,36%,0.11,0.22,50%,0.67,0.11,0.0,0.67,1.67,2.33,1.44,0.44,0.56,2.22,MAG
M. Abundo,4,4.21,0.5,1.5,33%,0.25,0.75,33%,0.0,0.0,0%,0.25,0.0,0.0,0.25,0.25,0.5,0.75,0.0,-2.75,1.25,MAG
K. Pascual,7,4.33,0.29,1.29,22%,0.0,0.0,0%,0.0,0.0,0%,0.43,0.14,0.43,0.71,0.43,1.14,1.14,0.14,-3.43,0.57,MAG
M. Pingris,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
J. Gaco,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
K. Jensen,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
R. Ratliffe,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
S. De Leon,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
T. Mitchell,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
