PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
T. Mitchell,6,36.01,10.33,19.33,53%,1.33,4.83,28%,5.33,8.83,60%,2.67,1.0,1.5,3.0,9.67,12.67,2.83,3.5,-10.5,27.33,NLX
O. Ashaolu,3,35.87,9.0,17.33,52%,0.33,3.0,11%,6.33,11.33,56%,4.67,1.33,0.33,2.67,12.33,15.0,3.67,4.33,3.67,24.67,NLX
C. Washington,1,31.67,5.0,15.0,33%,2.0,6.0,33%,6.0,10.0,60%,1.0,0.0,2.0,4.0,12.0,16.0,3.0,2.0,-13.0,18.0,NLX
J. Cruz,2,27.65,3.5,12.0,29%,1.5,5.0,30%,2.5,3.0,83%,7.0,1.0,0.0,1.5,1.5,3.0,2.0,1.0,-9.0,11.0,NLX
K. Ighalo,11,27.01,3.27,7.36,44%,1.55,4.0,39%,2.64,3.0,88%,0.91,0.36,0.09,1.0,1.91,2.91,2.09,1.09,-5.36,10.73,NLX
J. Erram,11,23.84,4.55,9.82,46%,0.45,2.27,20%,0.82,1.91,43%,1.45,0.18,1.27,2.36,5.09,7.45,3.0,3.0,-1.45,10.36,NLX
J. Tiongson,11,17.65,3.0,7.27,41%,1.27,3.18,40%,0.55,0.64,86%,3.27,0.91,0.09,0.36,1.82,2.18,1.27,1.36,-0.36,7.82,NLX
J. Quinahan,7,24.92,3.0,8.43,36%,1.0,4.29,23%,0.71,0.71,100%,2.57,0.71,0.29,0.43,2.29,2.71,2.43,1.29,-7.0,7.71,NLX
E. Monfort,3,14.56,2.0,3.33,60%,1.33,2.33,57%,1.33,2.0,67%,4.0,0.33,0.0,0.33,2.0,2.33,2.33,0.0,-0.67,6.67,NLX
R. Soyud,10,12.26,2.0,3.9,51%,0.5,1.4,36%,1.1,1.5,73%,1.0,0.4,0.4,1.8,1.4,3.2,2.3,0.9,-0.1,5.6,NLX
P. Paniamogan,10,17.33,1.9,5.2,37%,1.2,3.5,34%,0.6,0.6,100%,2.4,0.3,0.0,0.7,2.1,2.8,1.8,1.1,-3.9,5.6,NLX
P. Galanza,11,20.92,2.18,6.82,32%,1.09,4.0,27%,0.09,0.09,100%,1.73,0.27,0.18,0.27,1.82,2.09,1.55,1.36,-6.36,5.55,NLX
L. Fonacier,4,21.57,1.0,5.25,19%,0.5,3.75,13%,1.5,1.75,86%,2.25,0.5,0.0,0.5,3.0,3.5,1.25,1.25,-2.5,4.0,NLX
M. Magat,4,13.25,1.25,3.5,36%,0.25,1.25,20%,0.75,1.5,50%,0.25,0.25,0.5,1.5,2.75,4.25,1.75,2.0,-3.75,3.5,NLX
C. Baguio,9,10.07,1.44,2.89,50%,0.44,1.33,33%,0.11,0.11,100%,0.44,0.56,0.22,0.33,0.56,0.89,0.56,0.56,-2.78,3.44,NLX
K. Lao,11,10.82,1.0,2.55,39%,0.45,1.18,38%,0.36,0.55,67%,1.18,0.09,0.09,0.36,1.36,1.73,1.18,1.09,-2.09,2.82,NLX
J. Rios,7,8.94,0.86,1.71,50%,0.29,0.71,40%,0.14,0.57,25%,1.0,0.43,0.14,0.57,1.0,1.57,1.29,0.86,3.14,2.14,NLX
P. Varilla,8,10.41,0.5,1.25,40%,0.5,1.0,50%,0.38,0.5,75%,0.5,0.13,0.25,0.75,0.88,1.63,0.63,0.5,-1.63,1.88,NLX
P. Paredes,2,12.79,0.5,2.0,25%,0.0,0.5,0%,0.5,1.0,50%,0.0,0.5,0.5,0.0,2.5,2.5,3.5,1.5,-5.0,1.5,NLX
M. Tallo,3,9.29,0.67,2.33,29%,0.0,0.67,0%,0.0,0.0,0%,1.67,0.33,0.0,0.0,1.33,1.33,1.0,1.33,-7.67,1.33,NLX
A. Taulava,7,6.18,0.43,1.71,25%,0.14,1.0,14%,0.29,0.29,100%,0.29,0.14,0.14,0.71,2.0,2.71,1.14,0.43,-1.71,1.29,NLX
P. Paredes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
J. Rios,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
K. Alas,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLX
