PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
P. Lee,1,30.33,8.0,13.0,62%,3.0,6.0,50%,0.0,0.0,0%,3.0,1.0,0.0,1.0,4.0,5.0,2.0,5.0,-16.0,19.0,MAG
J. Corpuz,1,30.0,6.0,7.0,86%,1.0,1.0,100%,3.0,6.0,50%,1.0,0.0,0.0,5.0,8.0,13.0,3.0,2.0,-6.0,16.0,MAG
I. Sangalang,1,38.83,6.0,17.0,35%,0.0,0.0,0%,4.0,9.0,44%,3.0,1.0,0.0,5.0,6.0,11.0,0.0,4.0,-14.0,16.0,MAG
A. Barroca,1,31.08,3.0,9.0,33%,0.0,2.0,0%,2.0,2.0,100%,4.0,1.0,0.0,1.0,2.0,3.0,5.0,3.0,-7.0,8.0,MAG
J. Jalalon,1,24.2,4.0,13.0,31%,0.0,1.0,0%,0.0,0.0,0%,3.0,2.0,0.0,2.0,6.0,8.0,3.0,4.0,14.0,8.0,MAG
P. Simon,1,11.37,2.0,3.0,67%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,4.0,MAG
J. Melton,1,16.38,1.0,3.0,33%,1.0,2.0,50%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-13.0,3.0,MAG
R. dela Rosa,1,19.83,1.0,5.0,20%,1.0,2.0,50%,0.0,0.0,0%,2.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,-3.0,3.0,MAG
R. Gamalinda,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
R. Reavis,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
M. Pingris,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
C. Banchero,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
K. Pascual,1,15.05,0.0,3.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,-5.0,0.0,MAG
M. Abundo,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
M. Calisaan,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
