PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
K. McDaniels,11,46.4,13.36,24.82,54%,3.18,8.18,39%,7.18,10.73,67%,5.18,1.64,3.45,3.27,10.64,13.91,3.45,5.09,4.09,37.09,TNT
R. Pogoy,11,41.62,7.55,14.09,54%,2.55,5.45,47%,2.64,3.73,71%,1.91,1.82,0.18,1.45,3.82,5.27,3.0,1.45,7.45,20.27,TNT
J. Rosario,11,32.58,6.36,11.27,56%,2.45,5.18,47%,2.09,3.27,64%,1.45,0.18,0.09,1.36,4.0,5.36,3.55,2.36,6.64,17.27,TNT
W. Castro,9,32.01,4.44,10.22,43%,0.78,3.56,22%,4.56,5.89,77%,5.89,1.11,0.11,1.0,3.89,4.89,2.33,3.11,7.78,14.22,TNT
B. Parks,3,38.09,5.0,10.67,47%,2.0,4.67,43%,2.0,4.0,50%,3.33,0.33,0.33,0.67,4.67,5.33,4.67,2.33,2.33,14.0,TNT
D. Trollano,8,31.62,4.75,10.25,46%,1.63,4.25,38%,0.75,0.88,86%,2.38,0.63,0.13,1.63,4.0,5.63,2.0,1.25,7.75,11.88,TNT
R. Reyes,8,17.33,1.25,2.88,43%,0.75,2.0,38%,0.63,0.88,71%,1.25,1.0,0.13,1.0,1.25,2.25,2.13,0.38,-4.38,3.88,TNT
A. Vosotros,10,11.85,1.2,2.5,48%,0.4,0.8,50%,0.2,0.2,100%,1.3,0.2,0.0,0.2,1.1,1.3,1.8,0.5,0.1,3.0,TNT
M. Digregorio,4,11.6,0.75,3.5,21%,0.5,2.75,18%,0.75,0.75,100%,0.5,0.0,0.0,0.25,0.25,0.5,2.5,0.75,-10.0,2.75,TNT
S. De Leon,11,11.23,1.0,2.45,41%,0.27,1.0,27%,0.0,0.0,0%,0.91,0.09,0.18,0.27,1.36,1.64,1.73,0.45,-0.91,2.27,TNT
B. Heruela,3,11.58,0.67,2.0,33%,0.33,1.0,33%,0.0,0.0,0%,1.33,0.33,0.0,0.33,1.33,1.67,2.33,0.0,3.33,1.67,TNT
K. Williams,3,12.41,0.67,0.67,100%,0.0,0.0,0%,0.0,0.0,0%,1.0,0.33,0.0,0.33,1.33,1.67,2.67,0.33,1.0,1.33,TNT
H. Carey,7,6.02,0.57,1.14,50%,0.0,0.0,0%,0.0,0.0,0%,0.14,0.14,0.0,1.0,1.0,2.0,1.57,0.14,-1.71,1.14,TNT
D. Semerad,4,6.53,0.25,0.25,100%,0.0,0.0,0%,0.5,0.5,100%,0.25,0.25,0.25,0.0,1.25,1.25,1.0,1.0,2.25,1.0,TNT
M. Magat,7,3.7,0.43,1.14,38%,0.0,0.14,0%,0.0,0.14,0%,0.14,0.0,0.0,0.29,0.43,0.71,0.71,0.0,-0.71,0.86,TNT
Y. Taha,4,6.98,0.25,1.0,25%,0.0,0.0,0%,0.25,0.25,100%,0.25,0.0,0.5,0.5,1.0,1.5,0.75,1.0,-6.25,0.75,TNT
J. Washington,7,4.54,0.14,0.43,33%,0.0,0.14,0%,0.29,0.29,100%,0.14,0.43,0.14,0.43,0.71,1.14,0.71,0.14,-1.29,0.57,TNT
F. Golla,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
A. Semerad,2,10.21,0.0,0.5,0%,0.0,0.5,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,1.5,1.5,1.0,1.0,-3.0,0.0,TNT
S. Enciso,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
K. Bono,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
J. Casiño,1,9.7,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TNT
