PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
T. Mitchell,6,216.08,62,116,53%,8,29,28%,32,53,60%,16,6,9,18,58,76,17,21,-63,164,NLX
O. Ashaolu,3,107.6,27,52,52%,1,9,11%,19,34,56%,14,4,1,8,37,45,11,13,11,74,NLX
C. Washington,1,31.67,5,15,33%,2,6,33%,6,10,60%,1,0,2,4,12,16,3,2,-13,18,NLX
J. Cruz,2,55.3,7,24,29%,3,10,30%,5,6,83%,14,2,0,3,3,6,4,2,-18,22,NLX
K. Ighalo,11,297.13,36,81,44%,17,44,39%,29,33,88%,10,4,1,11,21,32,23,12,-59,118,NLX
J. Erram,11,262.27,50,108,46%,5,25,20%,9,21,43%,16,2,14,26,56,82,33,33,-16,114,NLX
J. Tiongson,11,194.17,33,80,41%,14,35,40%,6,7,86%,36,10,1,4,20,24,14,15,-4,86,NLX
J. Quinahan,7,174.47,21,59,36%,7,30,23%,5,5,100%,18,5,2,3,16,19,17,9,-49,54,NLX
E. Monfort,3,43.68,6,10,60%,4,7,57%,4,6,67%,12,1,0,1,6,7,7,0,-2,20,NLX
R. Soyud,10,122.63,20,39,51%,5,14,36%,11,15,73%,10,4,4,18,14,32,23,9,-1,56,NLX
P. Paniamogan,10,173.3,19,52,37%,12,35,34%,6,6,100%,24,3,0,7,21,28,18,11,-39,56,NLX
P. Galanza,11,230.12,24,75,32%,12,44,27%,1,1,100%,19,3,2,3,20,23,17,15,-70,61,NLX
L. Fonacier,4,86.27,4,21,19%,2,15,13%,6,7,86%,9,2,0,2,12,14,5,5,-10,16,NLX
M. Magat,4,53.02,5,14,36%,1,5,20%,3,6,50%,1,1,2,6,11,17,7,8,-15,14,NLX
C. Baguio,9,90.67,13,26,50%,4,12,33%,1,1,100%,4,5,2,3,5,8,5,5,-25,31,NLX
K. Lao,11,119.05,11,28,39%,5,13,38%,4,6,67%,13,1,1,4,15,19,13,12,-23,31,NLX
J. Rios,7,62.6,6,12,50%,2,5,40%,1,4,25%,7,3,1,4,7,11,9,6,22,15,NLX
P. Varilla,8,83.28,4,10,40%,4,8,50%,3,4,75%,4,1,2,6,7,13,5,4,-13,15,NLX
P. Paredes,2,25.58,1,4,25%,0,1,0%,1,2,50%,0,1,1,0,5,5,7,3,-10,3,NLX
M. Tallo,3,27.88,2,7,29%,0,2,0%,0,0,0%,5,1,0,0,4,4,3,4,-23,4,NLX
A. Taulava,7,43.25,3,12,25%,1,7,14%,2,2,100%,2,1,1,5,14,19,8,3,-12,9,NLX
P. Paredes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
J. Rios,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
K. Alas,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
