PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
D. James,3,42.61,10.0,21.33,47%,3.33,8.33,40%,5.0,6.67,75%,8.0,1.67,1.0,0.33,7.33,7.67,2.67,4.0,-0.33,28.33,MER
G. Lawal,7,39.57,11.43,20.57,56%,0.0,1.0,0%,3.43,7.57,45%,1.43,1.14,1.0,8.0,13.43,21.43,3.29,4.71,-3.71,26.29,MER
C. Newsome,12,35.49,5.58,12.75,44%,0.92,3.33,28%,3.25,4.0,81%,3.17,1.0,0.42,1.0,4.08,5.08,2.67,2.33,0.17,15.33,MER
B. Amer,12,27.48,4.0,10.58,38%,1.42,4.33,33%,1.0,1.08,92%,3.17,0.75,0.08,0.42,2.5,2.92,1.67,1.08,-3.42,10.42,MER
R. Almazan,8,19.99,2.75,6.63,42%,0.38,1.38,27%,1.25,1.88,67%,0.75,0.38,1.25,2.13,3.25,5.38,3.75,1.75,-3.75,7.13,MER
M. Tolomia,3,9.63,2.33,5.67,41%,0.67,1.67,40%,0.33,1.33,25%,0.67,0.0,0.0,0.33,1.0,1.33,1.33,0.33,0.67,5.67,MER
N. Salva,12,15.76,2.17,5.5,39%,0.75,2.17,35%,0.42,0.42,100%,0.67,0.25,0.08,0.67,1.92,2.58,1.17,0.5,-3.42,5.5,MER
C. Hodge,12,28.26,2.08,6.0,35%,0.08,0.67,13%,1.0,1.75,57%,1.75,1.17,0.42,1.92,2.92,4.83,3.08,0.83,2.33,5.25,MER
T. Jackson,12,15.29,1.67,4.58,36%,1.0,2.25,44%,0.33,0.58,57%,1.5,0.5,0.08,0.58,1.0,1.58,1.33,0.83,-1.0,4.67,MER
R. de Ocampo,10,12.63,1.4,4.3,33%,0.6,2.1,29%,1.1,1.7,65%,1.7,0.1,0.0,0.6,1.6,2.2,1.2,0.1,-0.8,4.5,MER
B. Faundo,6,14.83,2.17,4.33,50%,0.0,0.17,0%,0.0,0.0,0%,0.5,0.17,0.0,0.5,2.0,2.5,2.33,0.5,6.17,4.33,MER
N. Canaleta,8,8.91,1.38,3.13,44%,0.88,1.75,50%,0.25,0.38,67%,0.38,0.25,0.13,0.13,1.25,1.38,1.75,0.63,1.0,3.88,MER
N. Pinto,9,11.63,1.33,3.56,38%,0.67,1.89,35%,0.44,0.44,100%,1.22,0.33,0.0,1.0,0.78,1.78,1.78,0.89,-4.0,3.78,MER
A. Caram,9,14.42,1.33,3.67,36%,0.11,0.67,17%,0.78,0.89,88%,1.56,0.33,0.0,0.44,1.11,1.56,1.44,0.44,3.0,3.56,MER
K. Quinto,12,11.77,1.17,3.5,33%,0.33,0.92,36%,0.5,1.08,46%,1.08,0.33,0.0,0.92,1.33,2.25,1.33,0.58,-2.5,3.17,MER
R. Hugnatan,10,8.56,0.9,2.7,33%,0.1,1.1,9%,0.3,0.4,75%,0.9,0.1,0.0,0.4,1.3,1.7,0.7,0.6,-2.3,2.2,MER
G. Espinas,2,9.1,0.5,1.5,33%,0.0,0.0,0%,0.5,1.0,50%,0.5,0.0,0.0,1.0,0.5,1.5,1.0,1.0,-2.5,1.5,MER
R. Jamito,2,0.45,0.0,0.5,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MER
J. Taylor,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MER
