PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Brownlee,11,43.42,11.36,22.64,50%,2.09,6.36,33%,3.09,4.27,72%,8.0,2.0,1.09,2.55,10.82,13.36,1.82,2.91,10.09,27.91,GIN
J. Aguilar,11,25.0,6.18,10.09,61%,0.0,0.36,0%,2.36,3.91,60%,0.91,0.27,1.09,2.82,4.09,6.91,2.64,1.82,4.45,14.73,GIN
G. Slaughter,8,24.85,4.5,8.75,51%,0.0,0.0,0%,1.63,2.63,62%,0.63,0.0,1.5,2.5,4.5,7.0,1.88,1.63,1.25,10.63,GIN
A. Dela Cruz,11,19.74,3.64,6.27,58%,0.36,1.09,33%,0.45,0.45,100%,1.18,0.64,0.0,0.73,2.18,2.91,1.55,0.82,1.0,8.09,GIN
S. Thompson,11,30.82,2.09,5.18,40%,0.82,2.18,38%,0.91,1.27,71%,4.55,1.36,0.64,1.45,3.18,4.64,1.82,1.27,6.55,5.91,GIN
J. Chan,10,12.26,1.8,4.4,41%,1.2,2.6,46%,1.0,1.3,77%,1.6,0.0,0.1,0.4,1.4,1.8,0.8,0.2,-2.6,5.8,GIN
M. Caguioa,5,6.17,0.8,2.8,29%,0.0,0.4,0%,0.0,0.0,0%,0.8,0.2,0.0,0.0,0.6,0.6,0.6,0.2,1.0,1.6,GIN
J. Devance,2,9.87,0.5,2.5,20%,0.5,1.0,50%,0.0,0.0,0%,1.5,0.0,0.0,1.0,1.0,2.0,1.5,0.5,2.0,1.5,GIN
J. Sargent,5,2.45,0.4,0.8,50%,0.0,0.0,0%,0.2,0.4,50%,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.6,-2.8,1.0,GIN
L. Tenorio,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
P. Caperal,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
S. Pringle,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
J. Dillinger,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
J. Aguilar,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
R. Aguilar,3,1.78,0.0,0.33,0%,0.0,0.33,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,-2.0,0.0,GIN
A. Mariano,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
B. Teodoro,3,2.04,0.0,0.67,0%,0.0,0.33,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.33,0.0,GIN
