PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Brownlee,11,451.88,130,260,50%,22,72,31%,68,83,82%,76,20,20,20,122,142,14,48,104,350,GIN
J. Aguilar,8,206.95,58,100,58%,1,1,100%,26,44,59%,14,4,8,21,34,55,20,11,-19,143,GIN
G. Slaughter,5,124.58,25,45,56%,0,0,0%,27,32,84%,10,1,7,12,24,36,8,11,57,77,GIN
J. Devance,3,95.47,17,29,59%,4,10,40%,1,1,100%,17,2,1,0,4,4,4,6,6,39,GIN
L. Tenorio,10,340.95,39,107,36%,18,61,30%,17,20,85%,43,18,1,4,24,28,19,21,43,113,GIN
A. Mariano,11,243.87,39,74,53%,1,2,50%,17,23,74%,20,10,3,21,28,49,24,17,53,96,GIN
S. Thompson,11,364.8,35,75,47%,7,24,29%,7,12,58%,69,14,4,25,75,100,23,25,70,84,GIN
A. Dela Cruz,3,47.33,8,19,42%,3,6,50%,3,4,75%,8,3,0,3,3,6,1,6,7,22,GIN
K. Ferrer,11,203.27,24,47,51%,13,31,42%,14,18,78%,13,5,3,12,15,27,22,13,11,75,GIN
K. Ferrer,11,203.27,24,47,51%,13,31,42%,14,18,78%,13,5,3,12,15,27,22,13,0,75,GIN
S. Mercado,2,44.62,4,8,50%,1,5,20%,4,4,100%,5,0,2,0,2,2,6,10,12,13,GIN
J. Chan,11,196.58,22,62,35%,11,37,30%,7,12,58%,25,2,0,3,25,28,13,11,19,62,GIN
P. Caperal,8,128.08,21,37,57%,0,0,0%,0,1,0%,10,1,0,11,18,29,12,7,-2,42,GIN
M. Caguioa,10,93.83,18,39,46%,1,2,50%,1,3,33%,3,1,0,3,18,21,9,5,-8,38,GIN
J. Manuel,2,6.17,0,1,0%,0,0,0%,1,2,50%,0,0,0,0,2,2,0,0,0,1,GIN
J. Cruz,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. Chan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
R. Aguilar,2,4.2,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,-2,0,GIN
S. Edwards,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. De Guzman,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. Sargent,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
