PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Cruz,2,0.0,6.5,12.0,54%,3.5,6.5,54%,0.5,1.0,50%,3.0,2.0,0.5,1.0,2.0,3.0,3.0,5.5,7.5,17.0,TNT
W. Castro,12,0.0,5.58,13.5,41%,1.5,3.92,38%,2.92,4.17,70%,5.17,1.92,0.75,0.75,4.92,5.67,1.58,3.0,2.08,15.58,TNT
J. Rosario,10,0.0,5.4,12.0,45%,2.2,5.0,44%,0.2,0.4,50%,1.0,0.4,0.5,3.4,5.8,9.2,2.1,1.6,2.2,13.2,TNT
R. Pogoy,12,0.0,5.17,12.42,42%,0.67,4.25,16%,2.08,2.75,76%,2.67,1.33,0.25,1.5,4.08,5.58,1.92,1.58,4.42,13.08,TNT
K. Williams,12,0.0,4.92,12.08,41%,0.42,1.67,25%,1.5,3.17,47%,0.92,0.83,1.0,2.75,6.75,9.5,1.83,2.25,-1.33,11.75,TNT
M. Tautuaa,11,0.0,3.45,7.55,46%,0.55,1.45,38%,1.18,2.27,52%,1.09,0.55,0.27,2.18,5.64,7.82,2.45,2.27,4.82,8.64,TNT
R. Garcia,11,0.0,2.91,9.27,31%,0.82,4.64,18%,1.36,1.64,83%,3.09,0.27,0.0,0.55,1.82,2.36,1.45,1.73,1.45,8.0,TNT
A. Semerad,11,0.0,2.82,7.64,37%,1.27,4.45,29%,0.82,1.18,69%,0.82,0.45,0.18,1.73,2.36,4.09,2.64,0.82,1.27,7.73,TNT
R. Reyes,12,0.0,1.58,4.92,32%,0.83,3.58,23%,0.5,0.58,86%,1.83,1.5,0.08,0.42,2.25,2.67,2.58,1.25,1.5,4.5,TNT
A. Tamsi,4,0.0,2.0,3.25,62%,0.5,1.75,29%,0.0,0.0,0%,1.75,0.25,0.25,0.5,0.75,1.25,1.5,1.0,0.0,4.5,TNT
N. Torres,12,0.0,1.17,3.17,37%,0.08,1.0,8%,0.75,0.92,82%,0.17,0.25,0.5,1.42,1.58,3.0,0.92,1.0,0.83,3.17,TNT
P. Paredes,4,0.0,1.0,1.0,100%,0.0,0.0,0%,0.5,0.75,67%,0.0,0.0,0.25,0.25,0.75,1.0,0.75,0.75,-0.25,2.5,TNT
H. Carey,11,0.0,0.73,2.27,32%,0.09,0.18,50%,0.45,0.73,63%,0.18,0.27,0.27,0.64,1.64,2.27,0.91,0.64,-1.91,2.0,TNT
M. Arong,1,0.0,1.0,1.0,100%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,TNT
S. Onwubere,5,0.0,0.8,2.6,31%,0.0,1.0,0%,0.0,0.0,0%,0.2,0.6,0.0,0.8,1.4,2.2,1.0,0.4,-2.2,1.6,TNT
L. Hernandez,2,0.0,0.5,1.0,50%,0.5,0.5,100%,0.0,0.0,0%,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,TNT
M. Tallo,2,0.0,0.5,4.5,11%,0.0,2.0,0%,0.0,0.0,0%,1.5,0.0,0.5,0.5,1.5,2.0,1.5,0.5,3.0,1.0,TNT
A. Nuyles,3,0.0,0.0,1.0,0%,0.0,0.0,0%,0.67,0.67,100%,0.33,0.33,0.0,0.0,0.67,0.67,0.33,0.67,-5.0,0.67,TNT
F. Golla,6,0.0,0.0,0.67,0%,0.0,0.67,0%,0.0,0.0,0%,0.0,0.17,0.0,0.17,0.5,0.67,0.33,0.33,-0.83,0.0,TNT
D. Seigle,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
A. Aban,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
J. Reyes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
M. Madanly,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
K. Rosales,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
M. Ammons,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
C. Sumalinog,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
D. Greene,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
R. Lingganay,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
M. Little,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
J. Cruz,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
