PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
K. Ferrer,4,124.78,22,54,41%,14,35,40%,13,14,93%,13,5,0,6,14,20,14,2,19,71,NOR
R. Bolick,11,395.88,69,161,43%,24,69,35%,25,31,81%,51,10,2,10,46,56,27,24,76,187,NOR
S. Anthony,9,289.72,51,131,39%,8,43,19%,40,55,73%,35,22,1,23,43,66,32,21,67,150,NOR
M. Tautuaa,11,373.4,70,145,48%,15,39,38%,12,16,75%,40,10,0,27,62,89,27,42,50,167,NOR
S. Pringle,2,42.73,11,20,55%,6,13,46%,1,3,33%,5,1,0,1,3,4,1,3,21,29,NOR
P. Ibeh,11,417.07,63,105,60%,0,1,0%,25,93,27%,15,15,38,64,110,174,42,26,124,151,NOR
J. Grey,6,122.9,20,44,45%,6,16,38%,11,13,85%,14,6,2,3,8,11,15,4,29,57,NOR
J. Elorde,8,232.43,21,62,34%,10,33,30%,19,23,83%,43,9,0,4,25,29,23,16,111,71,NOR
P. Taha,9,184.43,29,60,48%,3,15,20%,15,21,71%,14,2,3,10,16,26,23,12,46,76,NOR
S. Mercado,4,105.48,14,34,41%,4,12,33%,1,3,33%,14,5,1,4,8,12,10,13,-8,33,NOR
G. Lanete,10,194.5,27,70,39%,19,53,36%,4,5,80%,7,6,1,2,15,17,16,5,35,77,NOR
J. Cruz,4,75.27,13,33,39%,1,4,25%,0,0,0%,3,1,1,7,22,29,5,8,-24,27,NOR
L. Flores,6,34.02,2,10,20%,0,0,0%,4,6,67%,1,1,1,8,8,16,10,2,1,8,NOR
R. Arana,5,34.83,1,11,9%,1,4,25%,2,4,50%,2,4,1,0,5,5,4,1,-7,5,NOR
J. Gabayni,9,37.55,2,7,29%,0,0,0%,0,0,0%,2,0,0,2,8,10,8,2,-10,4,NOR
K. Ferrer,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
B. Guinto,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
