PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
M. Harris,6,226.48,61,144,42%,16,45,36%,54,63,86%,43,18,7,7,42,49,9,17,47,192,NLX
O. Ashaolu,5,189.63,43,83,52%,2,9,22%,25,33,76%,15,4,2,15,35,50,21,17,-13,113,NLX
K. Ravena,11,338.73,56,140,40%,22,62,35%,36,46,78%,90,18,0,13,48,61,20,22,4,170,NLX
J. Quinahan,11,302.32,51,115,44%,15,44,34%,16,17,94%,19,10,4,9,36,45,37,8,52,133,NLX
J. Erram,9,214.82,37,68,54%,8,22,36%,12,19,63%,13,4,18,13,44,57,31,18,32,94,NLX
P. Paniamogan,11,192.85,33,73,45%,24,50,48%,3,4,75%,17,4,2,3,13,16,23,7,26,93,NLX
K. Ighalo,11,190.03,23,54,43%,13,31,42%,5,6,83%,10,5,1,9,25,34,17,7,14,64,NLX
P. Galanza,9,131.65,18,40,450%,9,21,400%,6,7,250%,5,3,0,3,10,13,14,2,16,51,NLX
R. Soyud,9,92.28,16,24,67%,0,0,0%,5,6,83%,3,1,0,22,16,38,22,5,13,37,NLX
L. Fonacier,11,137.77,16,41,39%,11,30,37%,0,0,0%,13,8,1,3,12,15,10,5,19,43,NLX
M. Miranda,11,210.25,18,53,34%,3,15,20%,1,2,50%,9,3,0,12,21,33,28,4,-48,40,NLX
P. Varilla,6,77.95,8,17,47%,5,10,50%,0,0,0%,3,2,0,3,4,7,5,0,-12,21,NLX
A. Taulava,4,30.45,4,10,40%,2,5,40%,1,1,100%,2,0,1,3,8,11,4,2,2,11,NLX
K. Lao,4,25.53,3,5,60%,3,4,75%,0,0,0%,5,0,0,0,4,4,2,1,-10,9,NLX
C. Baguio,3,23.05,1,5,20%,0,2,0%,0,0,0%,4,1,0,0,2,2,3,3,-9,2,NLX
E. Monfort,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
J. Cruz,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
P. Paredes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
K. Alas,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
J. Rios,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
