PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
I. Sangalang,11,33.56,6.64,15.09,44%,0.0,0.0,0%,2.45,4.0,61%,2.73,0.91,1.64,3.55,6.09,9.64,2.91,3.09,5.64,15.73,MAG
P. Lee,11,26.16,4.45,12.18,37%,1.91,6.55,29%,3.64,4.09,89%,3.45,0.45,0.09,0.73,4.18,4.91,2.36,2.64,4.55,14.45,MAG
A. Barroca,11,29.45,4.91,11.73,42%,1.91,5.27,36%,1.36,2.09,65%,4.18,1.64,0.27,0.64,2.45,3.09,2.82,2.45,4.64,13.09,MAG
J. Jalalon,11,24.71,4.0,10.82,37%,1.0,2.91,34%,2.0,2.82,71%,4.09,2.45,0.09,1.45,3.64,5.09,3.09,2.09,3.45,11.0,MAG
R. Brondial,11,21.61,3.18,7.36,43%,0.45,2.09,22%,1.27,1.91,67%,0.82,0.45,0.45,3.27,3.73,7.0,2.0,1.45,5.82,8.09,MAG
R. dela Rosa,11,24.92,2.91,5.73,51%,0.64,1.73,37%,1.0,1.09,92%,1.27,1.27,0.0,1.18,3.18,4.36,2.55,1.0,5.64,7.45,MAG
R. Reavis,11,21.7,2.36,5.64,42%,0.0,0.0,0%,1.09,2.0,55%,1.0,1.0,0.55,2.64,3.36,6.0,2.91,1.0,-2.91,5.82,MAG
A. Ramos,7,12.62,2.0,4.86,41%,1.29,2.71,47%,0.43,0.86,50%,0.43,0.14,1.0,0.71,2.0,2.71,1.43,0.43,4.86,5.71,MAG
R. Herndon,10,13.55,1.8,3.8,47%,0.7,2.0,35%,0.1,0.5,20%,0.4,0.6,0.0,0.8,2.7,3.5,0.7,0.4,-1.8,4.4,MAG
J. Melton,11,20.9,1.55,4.82,32%,0.73,2.91,25%,0.0,0.09,0%,2.09,1.09,0.0,0.55,3.0,3.55,1.36,1.0,3.36,3.82,MAG
P. Simon,7,7.74,1.43,3.43,42%,0.71,1.86,38%,0.14,0.29,50%,0.14,0.0,0.14,0.14,1.29,1.43,0.43,0.71,0.86,3.71,MAG
R. Gamalinda,6,3.37,1.17,1.67,70%,0.0,0.0,0%,0.0,0.33,0%,0.33,0.17,0.0,0.33,0.0,0.33,0.67,0.17,-0.5,2.33,MAG
K. Pascual,9,7.27,1.0,1.44,69%,0.0,0.11,0%,0.33,0.89,38%,0.44,0.0,0.33,0.67,0.44,1.11,1.67,0.11,-0.33,2.33,MAG
M. Calisaan,4,5.19,0.75,2.25,33%,0.0,0.75,0%,0.0,1.0,0%,0.0,0.0,0.0,0.75,1.0,1.75,0.5,0.25,-1.5,1.5,MAG
M. Abundo,4,3.11,0.25,1.0,25%,0.0,0.5,0%,0.0,0.0,0%,1.25,0.5,0.0,0.5,0.75,1.25,0.5,0.5,-1.75,0.5,MAG
G. Mendoza,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
