PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
M. Hill,7,38.09,8.86,21.29,42%,1.86,6.71,28%,6.43,7.57,85%,3.0,2.0,0.57,2.71,9.0,11.71,3.0,4.0,3.71,26.0,MAG
K. Acox,3,35.94,7.33,14.0,52%,0.0,0.0,0%,2.33,5.33,44%,2.67,1.67,1.0,5.33,9.0,14.33,2.67,2.67,10.0,17.0,MAG
C. Bowers,1,29.95,6.0,11.0,55%,0.0,0.0,0%,3.0,4.0,75%,5.0,0.0,1.0,2.0,6.0,8.0,3.0,2.0,11.0,15.0,MAG
P. Lee,11,28.87,4.91,11.91,41%,2.18,6.09,36%,1.0,1.27,79%,3.18,0.82,0.18,0.36,3.09,3.45,2.55,2.0,6.45,13.0,MAG
I. Sangalang,11,24.79,5.36,9.82,55%,0.0,0.0,0%,2.09,3.0,70%,0.82,0.73,0.55,2.18,3.82,6.0,2.27,1.36,3.64,12.82,MAG
A. Maliksi,7,16.54,3.29,9.86,33%,1.0,4.57,22%,1.14,1.71,67%,0.86,0.86,0.14,0.43,1.57,2.0,1.29,1.0,6.57,8.71,MAG
A. Ramos,11,13.63,3.27,5.73,57%,1.18,2.45,48%,0.45,0.73,63%,0.36,0.55,0.45,0.55,2.36,2.91,1.82,0.27,4.73,8.18,MAG
A. Barroca,11,26.67,3.36,8.64,39%,0.64,2.36,27%,0.73,1.09,67%,3.82,1.27,0.09,0.73,2.36,3.09,3.18,2.27,3.45,8.09,MAG
J. Jalalon,9,19.16,3.22,7.0,46%,0.89,2.44,36%,0.0,0.0,0%,3.44,1.0,0.0,1.22,2.11,3.33,2.22,1.22,9.0,7.33,MAG
R. Reavis,11,17.87,2.36,3.82,62%,0.0,0.0,0%,1.18,1.45,81%,0.27,0.91,1.18,1.73,2.0,3.73,1.73,0.91,-0.64,5.91,MAG
P. Simon,11,11.69,2.09,4.64,45%,0.64,1.91,33%,0.91,1.18,77%,1.36,0.09,0.18,0.0,0.91,0.91,0.18,1.0,3.55,5.73,MAG
M. Pingris,8,21.42,1.75,4.13,42%,0.0,0.0,0%,1.25,1.75,71%,1.75,0.38,0.13,0.5,5.0,5.5,2.25,1.38,3.5,4.75,MAG
R. dela Rosa,10,11.72,1.7,3.2,53%,0.2,0.4,50%,0.5,0.7,71%,0.2,0.3,0.0,0.4,1.0,1.4,1.2,0.0,-1.7,4.1,MAG
G. Mendoza,4,3.76,1.25,1.75,71%,0.5,0.5,100%,0.5,0.5,100%,0.75,0.0,0.0,0.0,0.5,0.5,1.25,0.5,1.75,3.5,MAG
J. Melton,11,16.89,1.09,3.09,35%,0.64,1.82,35%,0.36,0.36,100%,1.91,0.73,0.0,0.27,1.73,2.0,1.09,0.27,5.45,3.18,MAG
R. Brondial,9,7.69,1.11,1.67,67%,0.11,0.33,33%,0.11,0.22,50%,0.33,0.44,0.11,1.56,1.89,3.44,1.78,0.33,5.0,2.44,MAG
K. Pascual,2,4.93,0.5,0.5,100%,0.0,0.0,0%,0.5,1.0,50%,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.0,5.5,1.5,MAG
M. Abundo,4,5.07,0.25,1.5,17%,0.25,1.0,25%,0.0,0.5,0%,1.0,0.25,0.0,0.0,0.5,0.5,0.25,0.75,0.25,0.75,MAG
R. Gamalinda,3,5.72,0.33,1.0,33%,0.0,0.0,0%,0.0,0.0,0%,0.33,0.0,0.33,0.0,0.33,0.33,1.0,0.0,2.67,0.67,MAG
K. Jensen,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
J. Gaco,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
C. Javier,3,2.64,0.0,0.67,0%,0.0,0.33,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,-1.67,0.0,MAG
T. Mitchell,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
M. Blakely,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAG
