PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Perez,11,32.07,5.91,14.82,40%,0.82,3.0,27%,3.82,5.27,72%,2.73,1.45,0.36,2.64,4.36,7.0,3.27,2.45,-5.0,16.45,COL
R. McCarthy,11,31.4,5.09,12.64,40%,2.36,7.18,33%,2.09,3.27,64%,4.73,1.27,0.09,0.73,4.55,5.27,2.91,3.27,-2.18,14.64,COL
J. Corpuz,11,23.66,5.09,10.36,49%,0.09,0.09,100%,1.64,2.91,56%,1.18,1.64,1.0,2.09,4.55,6.64,3.82,2.36,-6.0,11.91,COL
E. Camson,11,15.6,3.64,9.64,38%,0.91,3.91,23%,1.0,1.18,85%,0.91,0.82,0.18,1.27,2.36,3.64,2.0,1.18,-3.36,9.18,COL
R. Celda,9,18.02,2.11,5.78,37%,1.0,3.44,29%,2.11,2.56,83%,1.56,0.78,0.0,0.11,2.22,2.33,1.56,1.33,-4.78,7.33,COL
G. Khobuntin,11,19.73,2.45,4.64,53%,1.0,1.82,55%,1.27,1.91,67%,0.64,0.45,0.0,0.82,1.0,1.82,1.55,0.82,-2.45,7.18,COL
J. Calvo,11,25.58,2.45,5.82,42%,0.36,1.36,27%,1.82,2.18,83%,3.27,1.09,0.0,0.55,3.0,3.55,1.55,2.0,-4.18,7.09,COL
J. Reyes,9,21.7,2.56,6.78,38%,1.22,3.67,33%,0.67,2.0,33%,1.56,0.89,0.67,1.78,4.0,5.78,2.56,1.33,-4.44,7.0,COL
J. King,1,22.55,3.0,7.0,43%,1.0,2.0,50%,0.0,0.0,0%,1.0,1.0,0.0,3.0,5.0,8.0,2.0,1.0,-9.0,7.0,COL
J. Faundo,9,16.01,1.89,5.0,38%,0.0,0.0,0%,1.33,2.22,60%,0.11,0.22,0.67,1.89,3.0,4.89,2.89,0.78,-2.44,5.11,COL
R. Escoto,11,11.62,1.73,3.91,44%,0.82,2.09,39%,0.36,0.73,50%,0.73,0.0,0.0,0.45,1.18,1.64,2.09,0.36,0.73,4.64,COL
J. Gabriel,4,4.24,1.0,1.5,67%,0.0,0.25,0%,0.75,1.25,60%,0.0,0.0,0.0,0.5,0.75,1.25,0.25,0.25,2.75,2.75,COL
P. Cahilig,11,9.6,0.82,2.09,39%,0.55,1.36,40%,0.27,0.55,50%,0.45,0.45,0.64,0.36,0.91,1.27,1.09,0.0,-0.09,2.45,COL
K. Agovida,10,10.2,0.9,2.6,35%,0.0,0.3,0%,0.5,1.2,42%,0.6,0.3,0.2,1.2,1.0,2.2,0.6,0.5,0.3,2.3,COL
R. Cabrera,7,3.99,0.57,2.43,24%,0.43,2.14,20%,0.0,0.14,0%,0.0,0.14,0.0,0.14,0.43,0.57,0.43,0.14,0.14,1.57,COL
C. Tabi,3,5.76,0.33,1.0,33%,0.0,0.33,0%,0.0,0.0,0%,0.67,0.33,0.0,0.0,0.67,0.67,0.67,0.33,0.67,0.67,COL
C. Lastimosa,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
D. Ababou,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
R. Sara,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
