PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
W. Walker,8,354.63,73,188,39%,26,81,32%,48,68,71%,40,17,11,18,116,134,25,31,-1,220,BWE
A. Maliksi,2,63.3,17,34,50%,3,9,33%,14,18,78%,2,1,0,1,12,13,6,3,-12,51,BWE
T. Simpson,3,75.4,17,41,41%,0,7,0%,15,19,79%,4,3,0,3,14,17,2,3,-32,49,BWE
M. Digregorio,11,362.94,61,143,43%,27,61,44%,14,21,67%,14,6,1,6,30,36,26,29,-59,163,BWE
J. Erram,11,310.82,53,99,54%,1,4,25%,12,19,63%,7,11,25,40,62,102,38,22,-22,119,BWE
S. Sumang,11,247.25,43,100,43%,15,43,35%,17,19,89%,30,9,1,3,22,25,12,17,-44,118,BWE
R. Gamalinda,9,182.37,24,45,53%,8,15,53%,9,16,56%,9,5,2,17,16,33,19,4,-18,65,BWE
D. Marcelo,3,52.36,7,12,58%,0,1,0%,3,3,100%,3,1,2,3,7,10,7,1,-3,17,BWE
N. Canaleta,11,185.1,20,56,36%,16,39,41%,6,8,75%,8,3,3,4,26,30,23,14,-20,62,BWE
R. Banal,5,47.84,7,19,37%,2,8,25%,10,12,83%,2,3,0,0,4,4,2,3,-6,26,BWE
M. Belo,7,106.28,12,48,25%,5,23,22%,7,8,88%,3,4,1,4,13,17,10,4,-22,36,BWE
N. Pinto,9,150.67,17,40,43%,8,19,42%,1,4,25%,20,2,0,3,13,16,11,10,-28,43,BWE
M. Cruz,10,169.75,17,44,39%,3,19,16%,4,8,50%,22,4,1,3,16,19,13,13,-53,41,BWE
R. Cervantes,4,40.93,5,16,31%,0,6,0%,1,3,33%,2,1,0,1,5,6,6,4,-19,11,BWE
J. Sena,10,162.04,11,31,35%,0,3,0%,3,5,60%,2,2,1,13,17,30,13,10,-91,25,BWE
R. Aguilar,5,43.52,4,8,50%,1,5,20%,0,0,0%,0,0,0,1,9,10,7,3,-14,9,BWE
K. Pascual,8,63.82,6,15,40%,0,0,0%,1,2,50%,2,0,3,6,7,13,10,2,-12,13,BWE
R. Buenafe,2,13.55,1,2,50%,1,1,100%,0,0,0%,1,0,0,0,0,0,1,3,-14,3,BWE
D. Miranda,8,57.44,2,8,25%,1,3,33%,2,2,100%,6,2,0,0,10,10,9,3,25,7,BWE
R. Reyes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
J. Canada,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
A. Dela Cruz,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
A. Vosotros,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
J. Melano,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
I. Qahwash,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
E. Dawson,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
R. Pascual,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
T. Perez,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
G. Smith,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
C. Ellis,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
