PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Aguilar,11,28.38,6.82,13.09,52%,0.45,0.91,50%,2.45,4.45,55%,1.73,1.0,1.36,2.36,5.18,7.55,1.64,3.09,2.18,16.55,GIN
G. Slaughter,11,29.76,6.09,11.27,54%,0.0,0.0,0%,3.27,4.55,72%,1.91,0.45,0.91,2.45,6.45,8.91,1.64,2.45,3.73,15.45,GIN
S. Thompson,11,32.11,4.45,9.09,49%,1.18,3.09,38%,1.82,2.91,63%,4.27,1.09,0.36,3.09,6.27,9.36,2.09,3.36,2.09,11.91,GIN
L. Tenorio,11,32.68,3.64,8.82,41%,1.91,5.0,38%,1.55,1.73,89%,5.55,1.73,0.0,0.27,4.18,4.45,1.82,2.27,3.64,10.73,GIN
K. Ferrer,11,19.42,2.73,5.82,47%,0.82,2.91,28%,1.18,1.82,65%,1.64,0.45,0.18,1.27,2.27,3.55,1.91,1.09,3.18,7.45,GIN
K. Ferrer,11,19.42,2.73,5.82,47%,0.82,2.91,28%,1.18,1.82,65%,1.64,0.45,0.18,1.27,2.27,3.55,1.91,1.09,2.64,7.45,GIN
J. Devance,7,17.05,2.71,6.29,43%,0.57,2.43,24%,0.43,0.57,75%,1.71,0.71,0.29,0.14,3.29,3.43,1.86,1.71,-0.71,6.43,GIN
A. Dela Cruz,10,17.7,2.5,5.3,47%,0.0,0.2,0%,0.9,1.5,60%,2.0,1.0,0.1,1.3,2.4,3.7,1.3,1.5,1.2,5.9,GIN
J. Chan,8,18.09,1.63,6.88,24%,0.75,4.5,17%,1.38,1.5,92%,1.5,0.63,0.13,0.13,1.63,1.75,0.88,0.5,0.25,5.38,GIN
S. Mercado,11,19.33,2.0,4.91,41%,0.18,1.09,17%,0.73,1.36,53%,3.27,0.91,0.09,0.64,2.27,2.91,1.82,1.0,0.09,4.91,GIN
A. Mariano,11,15.76,2.0,4.73,42%,0.0,0.0,0%,0.91,1.64,56%,1.18,0.45,0.09,1.91,2.82,4.73,1.36,1.55,-2.18,4.91,GIN
J. Cruz,5,8.09,1.8,4.6,39%,0.4,0.8,50%,0.6,0.8,75%,0.8,0.0,0.0,0.8,1.6,2.4,1.0,0.2,1.6,4.6,GIN
M. Caguioa,4,8.97,1.0,2.75,36%,0.25,0.25,100%,0.75,1.5,50%,1.0,0.0,0.0,0.0,2.0,2.0,0.75,1.0,-1.25,3.0,GIN
B. Teodoro,7,5.48,0.86,2.0,43%,0.29,1.0,29%,0.0,0.0,0%,0.86,0.0,0.0,0.29,0.14,0.43,0.57,0.71,-0.86,2.0,GIN
P. Caperal,10,8.55,0.5,2.6,19%,0.1,0.2,50%,0.3,0.3,100%,0.3,0.0,0.0,0.8,0.8,1.6,1.8,0.8,-0.9,1.4,GIN
R. Aguilar,4,2.08,0.5,1.25,40%,0.25,1.0,25%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,1.25,GIN
J. Brownlee,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
J. Manuel,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIN
