PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Watts,2,76.47,24,53,45%,7,16,44%,7,10,70%,5,2,2,4,22,26,7,8,-31,62,ALA
F. House,8,307.12,58,134,43%,1,7,14%,29,36,81%,29,2,7,45,63,108,39,28,23,146,ALA
J. Teng,5,135.57,28,67,42%,3,9,33%,16,19,84%,15,2,1,8,31,39,11,7,18,75,ALA
V. Manuel,11,285.7,63,147,43%,0,1,0%,24,25,96%,9,6,4,10,52,62,22,21,-78,150,ALA
A. Tratter,11,254.42,39,83,47%,0,2,0%,40,61,66%,8,6,2,25,42,67,29,21,5,118,ALA
S. Enciso,11,319.85,34,92,37%,12,47,26%,11,16,69%,41,9,1,10,22,32,19,10,-42,91,ALA
M. Ahanmisi,3,59.85,8,16,50%,3,7,43%,5,9,56%,5,6,0,3,10,13,7,5,14,24,ALA
R. Herndon,2,35.2,5,14,36%,2,7,29%,1,3,33%,3,4,0,0,3,3,1,1,-3,13,ALA
K. Racal,1,20.48,2,7,29%,1,4,25%,0,0,0%,4,1,0,0,0,0,2,1,-6,5,ALA
J. Thoss,7,121.85,14,41,34%,0,2,0%,6,8,75%,6,6,3,10,8,18,12,5,-56,34,ALA
M. Ayaay,11,227.58,19,48,40%,3,14,21%,10,14,71%,16,5,0,9,30,39,23,11,-2,51,ALA
A. Galliguez,8,86.55,8,27,30%,3,19,16%,0,0,0%,6,3,0,2,7,9,11,3,-6,19,ALA
N. Baclao,1,6.83,1,3,33%,0,0,0%,0,1,0%,0,0,1,1,0,1,2,0,-8,2,ALA
J. Pascual,7,38.08,4,10,40%,0,0,0%,1,3,33%,1,2,0,4,5,9,12,4,-5,9,ALA
J. Casio,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
C. Banchero,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
J. Brondial,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
S. Thoss,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
K. Racal,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
Y. Andrada,2,11.2,0,1,0%,0,0,0%,0,0,0%,0,0,0,3,0,3,1,1,-17,0,ALA
M. Ahanmisi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
G. Babilonia,2,4.02,0,0,0%,0,0,0%,0,0,0%,1,0,0,0,1,1,0,0,10,0,ALA
