PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
W. Walker,8,44.33,9.13,23.5,39%,3.25,10.13,32%,6.0,8.5,71%,5.0,2.13,1.38,2.25,14.5,16.75,3.13,3.88,-0.13,27.5,BWE
A. Maliksi,2,31.65,8.5,17.0,50%,1.5,4.5,33%,7.0,9.0,78%,1.0,0.5,0.0,0.5,6.0,6.5,3.0,1.5,-6.0,25.5,BWE
T. Simpson,3,25.13,5.67,13.67,41%,0.0,2.33,0%,5.0,6.33,79%,1.33,1.0,0.0,1.0,4.67,5.67,0.67,1.0,-10.67,16.33,BWE
M. Digregorio,11,32.99,5.55,13.0,43%,2.45,5.55,44%,1.27,1.91,67%,1.27,0.55,0.09,0.55,2.73,3.27,2.36,2.64,-5.36,14.82,BWE
J. Erram,11,28.26,4.82,9.0,54%,0.09,0.36,25%,1.09,1.73,63%,0.64,1.0,2.27,3.64,5.64,9.27,3.45,2.0,-2.0,10.82,BWE
S. Sumang,11,22.48,3.91,9.09,43%,1.36,3.91,35%,1.55,1.73,89%,2.73,0.82,0.09,0.27,2.0,2.27,1.09,1.55,-4.0,10.73,BWE
R. Gamalinda,9,20.26,2.67,5.0,53%,0.89,1.67,53%,1.0,1.78,56%,1.0,0.56,0.22,1.89,1.78,3.67,2.11,0.44,-2.0,7.22,BWE
D. Marcelo,3,17.45,2.33,4.0,58%,0.0,0.33,0%,1.0,1.0,100%,1.0,0.33,0.67,1.0,2.33,3.33,2.33,0.33,-1.0,5.67,BWE
N. Canaleta,11,16.83,1.82,5.09,36%,1.45,3.55,41%,0.55,0.73,75%,0.73,0.27,0.27,0.36,2.36,2.73,2.09,1.27,-1.82,5.64,BWE
R. Banal,5,9.57,1.4,3.8,37%,0.4,1.6,25%,2.0,2.4,83%,0.4,0.6,0.0,0.0,0.8,0.8,0.4,0.6,-1.2,5.2,BWE
M. Belo,7,15.18,1.71,6.86,25%,0.71,3.29,22%,1.0,1.14,88%,0.43,0.57,0.14,0.57,1.86,2.43,1.43,0.57,-3.14,5.14,BWE
N. Pinto,9,16.74,1.89,4.44,43%,0.89,2.11,42%,0.11,0.44,25%,2.22,0.22,0.0,0.33,1.44,1.78,1.22,1.11,-3.11,4.78,BWE
M. Cruz,10,16.98,1.7,4.4,39%,0.3,1.9,16%,0.4,0.8,50%,2.2,0.4,0.1,0.3,1.6,1.9,1.3,1.3,-5.3,4.1,BWE
R. Cervantes,4,10.23,1.25,4.0,31%,0.0,1.5,0%,0.25,0.75,33%,0.5,0.25,0.0,0.25,1.25,1.5,1.5,1.0,-4.75,2.75,BWE
J. Sena,10,16.2,1.1,3.1,35%,0.0,0.3,0%,0.3,0.5,60%,0.2,0.2,0.1,1.3,1.7,3.0,1.3,1.0,-9.1,2.5,BWE
R. Aguilar,5,8.7,0.8,1.6,50%,0.2,1.0,20%,0.0,0.0,0%,0.0,0.0,0.0,0.2,1.8,2.0,1.4,0.6,-2.8,1.8,BWE
K. Pascual,8,7.98,0.75,1.88,40%,0.0,0.0,0%,0.13,0.25,50%,0.25,0.0,0.38,0.75,0.88,1.63,1.25,0.25,-1.5,1.63,BWE
R. Buenafe,2,6.78,0.5,1.0,50%,0.5,0.5,100%,0.0,0.0,0%,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.5,-7.0,1.5,BWE
D. Miranda,8,7.18,0.25,1.0,25%,0.13,0.38,33%,0.25,0.25,100%,0.75,0.25,0.0,0.0,1.25,1.25,1.13,0.38,3.13,0.88,BWE
R. Reyes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
J. Canada,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
A. Dela Cruz,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
A. Vosotros,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BWE
