PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
G. Rice Jr.,8,37.73,11.5,26.63,43%,3.13,10.38,30%,6.75,9.25,73%,4.88,3.0,1.5,2.75,8.5,11.25,2.63,5.38,5.38,32.88,TNT
M. Craig Jr.,3,35.57,9.33,20.0,47%,0.67,2.67,25%,2.33,3.0,78%,6.67,1.33,1.0,3.0,13.67,16.67,5.0,7.0,13.67,21.67,TNT
W. Castro,10,29.37,6.3,11.1,57%,1.7,4.1,41%,2.7,3.6,75%,4.8,1.2,0.6,0.2,3.7,3.9,1.9,2.6,7.0,17.0,TNT
R. Pogoy,10,28.82,4.8,10.4,46%,2.2,5.0,44%,1.6,2.5,64%,1.7,0.6,0.3,0.9,2.1,3.0,2.2,1.2,5.8,13.4,TNT
K. Williams,11,27.79,4.64,8.73,53%,0.36,1.27,29%,2.18,3.64,60%,1.0,1.18,0.09,1.73,5.09,6.82,2.27,1.27,3.82,11.82,TNT
J. Rosario,9,28.33,4.0,8.89,45%,1.11,4.11,27%,1.67,2.33,71%,1.11,0.67,0.22,1.44,6.67,8.11,3.22,1.44,7.44,10.78,TNT
R. de Ocampo,8,24.19,3.38,7.63,44%,1.13,3.38,33%,1.25,1.25,100%,2.63,0.63,0.63,0.88,3.5,4.38,2.13,1.63,-3.63,9.13,TNT
M. Tautuaa,11,19.65,2.09,4.91,43%,0.0,0.18,0%,1.55,2.73,57%,1.55,0.55,0.18,2.45,3.91,6.36,3.36,2.0,2.09,5.73,TNT
A. Semerad,10,19.47,2.0,4.6,43%,1.0,2.6,38%,0.2,0.2,100%,0.4,0.3,0.0,0.5,1.2,1.7,2.9,0.5,2.5,5.2,TNT
R. Reyes,8,22.89,1.5,4.38,34%,1.0,2.88,35%,0.25,0.5,50%,3.38,1.38,0.25,0.38,3.25,3.63,2.38,1.25,1.5,4.25,TNT
J. Chua,1,3.5,2.0,2.0,100%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,TNT
R. Garcia,4,17.53,1.0,6.5,15%,0.5,4.75,11%,1.25,1.25,100%,0.75,0.0,0.5,0.25,1.5,1.75,2.0,1.5,-11.25,3.75,TNT
R. Lingganay,6,7.55,1.0,2.33,43%,0.67,1.33,50%,0.33,0.33,100%,1.17,0.0,0.0,0.5,0.83,1.33,1.0,0.33,1.33,3.0,TNT
L. Hernandez,7,7.69,1.0,3.14,32%,0.71,2.57,28%,0.0,0.0,0%,0.43,0.0,0.0,0.0,0.14,0.14,1.0,0.14,-3.57,2.71,TNT
H. Carey,9,8.06,0.89,2.22,40%,0.0,0.0,0%,0.33,0.44,75%,0.33,0.11,0.0,1.22,1.44,2.67,0.56,0.67,-4.89,2.11,TNT
F. Golla,3,4.23,0.33,1.0,33%,0.33,1.0,33%,0.0,0.0,0%,0.33,0.0,0.0,0.67,0.33,1.0,1.0,0.33,-2.0,1.0,TNT
A. Tamsi,2,9.17,0.5,2.5,20%,0.0,1.5,0%,0.0,0.0,0%,0.0,0.0,0.5,0.0,2.0,2.0,2.0,0.5,-13.5,1.0,TNT
A. Nuyles,4,3.32,0.25,1.0,25%,0.25,0.25,100%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.75,-1.75,0.75,TNT
D. Seigle,3,3.91,0.33,0.67,50%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,-3.67,0.67,TNT
J. Reyes,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
M. Madanly,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
K. Rosales,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNT
